state,year,district,block,block_no,gram_panchayat,gp_no,ward_no,seat_no,seat_id_raw,seat_from_image,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,vacant,reservation_raw,script,source_path,source_page,source_pdf
Jharkhand,2015,Garhwa,,,सुण्डी,,,,I x<+ok@01@01&lq.Mh,,gp_head,mukhiya,Woman,NONE,1,जनकराज देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Ranchi,,,नारो,,,,xx jk¡ph@08@05&ukjks,,gp_head,mukhiya,ST Other than Woman,ST,0,पंचम çेम किस्पोêा,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,46,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,चिपरा,,,,xx jk¡ph@08@06&fpijk,,gp_head,mukhiya,ST Woman,ST,1,मनती तिर्की,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,46,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,सपारोम,,,,xx jk¡ph@08@07&likjkse,,gp_head,mukhiya,ST Other than Woman,ST,0,ललित मुण्डा,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,46,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,लालगुटवा,,,,xx jk¡ph@08@08&ykyxqVok,,gp_head,mukhiya,ST Woman,ST,1,अनिता देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,46,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,टुण्डुल उÙारी,,,,xx jk¡ph@08@09&Vq.Mqy mÙkjh,,gp_head,mukhiya,ST Other than Woman,ST,0,नीलम तिग्गा,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,46,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,टुण्डुल दक्षिणी,,,,xx jk¡ph@08@10&Vq.Mqy nf{k.kh,,gp_head,mukhiya,ST Woman,ST,1,शम्मू खलखो,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,46,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,कुदलौंग,,,,xx jk¡ph@08@11&dqnykSax,,gp_head,mukhiya,ST Other than Woman,ST,0,जीतू लिण्डा,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,46,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,बालालौंग,,,,xx jk¡ph@08@12&ckykykSax,,gp_head,mukhiya,ST Woman,ST,1,तेरेसा कच्छप,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,46,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,चेटे,,,,xx jk¡ph@08@13&psVs,,gp_head,mukhiya,ST Other than Woman,ST,0,अजय कच्छप,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,46,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,ता#प,,,,xx jk¡ph@09@01&rk#i,,gp_head,mukhiya,ST Other than Woman,ST,0,रीता भगत,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,47,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,बानापिड़ी,,,,xx jk¡ph@09@02&ckukfiM+h,,gp_head,mukhiya,ST Woman,ST,1,सोनी भगत,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,47,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,पुरियो,,,,xx jk¡ph@09@03&iqfj;ks,,gp_head,mukhiya,ST Other than Woman,ST,0,ज्योति देवी,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,47,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,हुरहुरी,,,,xx jk¡ph@09@04&gqjgqjh,,gp_head,mukhiya,ST Woman,ST,1,लीला देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,47,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,रातु उÙारी,,,,xx jk¡ph@09@05&jkrq mÙkjh,,gp_head,mukhiya,ST Other than Woman,ST,0,मनीष मुण्डा,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,47,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,रातु पूर्वी,,,,xx jk¡ph@09@06&jkrq iwohZ,,gp_head,mukhiya,ST Woman,ST,1,सुषमा तिर्की,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,47,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,रातु दक्षिण,,,,xx jk¡ph@09@07&jkrq nf{k.k,,gp_head,mukhiya,ST Other than Woman,ST,0,शिवनाथ उरा¡व,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,47,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,रातु पशिचम,,,,xx jk¡ph@09@08&jkrq if'pe,,gp_head,mukhiya,ST Woman,ST,1,फुल कुमारी देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,47,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,लहना,,,,xx jk¡ph@09@09&yguk,,gp_head,mukhiya,ST Other than Woman,ST,0,लक्ष्मी नारायण भगत,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,47,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,पाली,,,,xx jk¡ph@09@10&ikyh,,gp_head,mukhiya,ST Woman,ST,1,शकुन्तला देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,47,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,बाजपुर,,,,xx jk¡ph@09@11&cktiqj,,gp_head,mukhiya,ST Other than Woman,ST,0,कुशल उरा¡व,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,47,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,तिगरा,,,,xx jk¡ph@09@12&frxjk,,gp_head,mukhiya,ST Woman,ST,1,जौनी पहान,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,47,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,बिजुलिया,,,,xx jk¡ph@09@13&fctqfy;k,,gp_head,mukhiya,ST Other than Woman,ST,0,विक्रम उरा¡व,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,47,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,गुडू,,,,xx jk¡ph@09@14&xqMw,,gp_head,mukhiya,ST Woman,ST,1,शिवनी देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,48,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,सिमालिया,,,,XXjk¡ph@09@15&flekfy;k,,gp_head,mukhiya,ST Other than Woman,ST,0,मुकेश भगत,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,48,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,फुटकलटोली,,,,XXjk¡ph@09@16&QqVdyVksyh,,gp_head,mukhiya,ST Woman,ST,1,çभा तिर्की,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,48,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,सुण्डील,,,,XXjk¡ph@09@17&lq.Mhy,,gp_head,mukhiya,ST Other than Woman,ST,0,सिबिरिया केरकेêा,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,48,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,चटकपुर,,,,XXjk¡ph@09@18&pVdiqj,,gp_head,mukhiya,ST Woman,ST,1,रीना कच्छप,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,48,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,पण्डरा,,,,XXjk¡ph@09@19&i.Mjk,,gp_head,mukhiya,ST Other than Woman,ST,0,सुनील तिर्की,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,48,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,कमडें,,,,XXjk¡ph@09@20&deMsa,,gp_head,mukhiya,ST Woman,ST,1,नीलम तिकी्र,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,48,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,उ:गुटू,,,,XXjk¡ph@10@01 & m:xqVw,,gp_head,mukhiya,ST Other than Woman,ST,0,फलीन्द्र मुण्डा,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,49,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,उपरकोनकी,,,,XXjk¡ph@10@02 & mijdksudh,,gp_head,mukhiya,ST Woman,ST,1,सुशीला कच्छप,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,49,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,काटमकुली,,,,XXjk¡ph@10@03 & dkVedqyh,,gp_head,mukhiya,ST Other than Woman,ST,0,श्रवण लोहरा,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,49,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,मालश्रृंग,,,,XXjk¡ph@10@04 & ekyJ`ax,,gp_head,mukhiya,ST Woman,ST,1,झानो देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,49,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,मनातु,,,,XXjk¡ph@10@05 & eukrq,,gp_head,mukhiya,ST Other than Woman,ST,0,ठानो मुण्डा,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,49,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,जयपुर,,,,XXjk¡ph@10@06 & t;iqj,,gp_head,mukhiya,ST Woman,ST,1,सुनीता कच्छप,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,49,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,सकुरहुटू दक्षिणी,,,,XXjk¡ph@10@07 & ldqjgqVw nf{k.kh,,gp_head,mukhiya,ST Other than Woman,ST,0,रीना देवी,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,49,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,सकुरहुटू उतरी,,,,XXjk¡ph@10@08 & ldqjgqVw mrjh,,gp_head,mukhiya,ST Woman,ST,1,बीणा देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,49,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,गागी,,,,XXjk¡ph@10@09 & xkxh,,gp_head,mukhiya,ST Other than Woman,ST,0,राजेश मुण्डा,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,49,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,ईचापीड़ी,,,,XXjk¡ph@10@10 & bZpkihM+h,,gp_head,mukhiya,ST Woman,ST,1,लालमणि उरा¡व,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,49,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,पिठौरिया,,,,XXjk¡ph@10@11 & fiBkSfj;k,,gp_head,mukhiya,ST Other than Woman,ST,0,मुन्नी देवी,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,49,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,राडहा,,,,XXjk¡ph@10@12 & jkMgk,,gp_head,mukhiya,ST Woman,ST,1,सीमा देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,49,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,बाढु,,,,XXjk¡ph@10@13 & ck<q,,gp_head,mukhiya,ST Other than Woman,ST,0,रामेशवर महली,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,49,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,कोकदोरो,,,,XXjk¡ph 10@14 & dksdnksjks,,gp_head,mukhiya,ST Woman,ST,1,:मिला देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,49,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,हुसीर,,,,XXjk¡ph@10@15 & gqlhj,,gp_head,mukhiya,ST Other than Woman,ST,0,विजय उरा¡व,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,का¡के पशिचम,,,,XXjk¡ph@10@16 & dk¡ds if'pe,,gp_head,mukhiya,ST Woman,ST,1,ज्योति निशा नाग,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,का¡के दक्षिण,,,,XXjk¡ph@10@17 & dk¡ds nf{k.k,,gp_head,mukhiya,ST Other than Woman,ST,0,अमित तिर्की,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,का¡के उतरी,,,,XXjk¡ph@10@18 & dk¡ds mrjh,,gp_head,mukhiya,ST Woman,ST,1,अनुराधा चौरिया,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,अरसण्डे,,,,XXjk¡ph@10@19 & vjl.Ms,,gp_head,mukhiya,ST Other than Woman,ST,0,अर्जून टोप्पो,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,बोडेया,,,,XXjk¡ph@10@20 & cksMs;k,,gp_head,mukhiya,ST Woman,ST,1,डाŒ ज्ाया भगत,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,होचर,,,,XXjk¡ph@10@21 & gkspj,,gp_head,mukhiya,ST Other than Woman,ST,0,सुनीता देवी,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,सतकनादु,,,,XXjk¡ph@10@22 & lrduknq,,gp_head,mukhiya,ST Woman,ST,1,शान्ति गाड़ी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,उलातु,,,,XXjk¡ph@10@23 & mykrq,,gp_head,mukhiya,ST Other than Woman,ST,0,हेरचु उरा¡व,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,चंदवे,,,,XXjk¡ph@10@24 & panos,,gp_head,mukhiya,ST Woman,ST,1,रीना देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,हुन्दुर,,,,XXjk¡ph@10@25 & gqUnqj,,gp_head,mukhiya,ST Other than Woman,ST,0,विनोद उरा¡व,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,नेवरी,,,,XXjk¡ph @10@26 & usojh,,gp_head,mukhiya,ST Woman,ST,1,शान्ति कुमारी मुण्डा,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,चुटू,,,,XXjk¡ph@10@27 & pqVw,,gp_head,mukhiya,ST Other than Woman,ST,0,सोमनाथ मुण्डा,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,केदल,,,,XXjk¡ph@10@28 & dsny,,gp_head,mukhiya,ST Woman,ST,1,सहोद्रा देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,मेसरा पं0,,,,XXjk¡ph@10@29 & esljk ia0,,gp_head,mukhiya,ST Other than Woman,ST,0,गंगा करमाली,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,मेसरा पूर्वी,,,,XXjk¡ph@10@30 & esljk iwohZ,,gp_head,mukhiya,ST Woman,ST,1,श्रीमती सालेन सुवर्णो,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,डुमरदगा,,,,XXjk¡ph@10@31 & Mqejnxk,,gp_head,mukhiya,ST Other than Woman,ST,0,श्री जुगून मुण्डा,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,खंटगा,,,,XXjk¡ph@10@32 & [kaVxk,,gp_head,mukhiya,ST Woman,ST,1,रशिम देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,50,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,चन्दरा,,,,xx@jkWph@11@01&pUnjk,,gp_head,mukhiya,ST Other than Woman,ST,0,रमेश चन्द्र उरा¡व,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,51,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,सदमा,,,,xx@jkWph@11@02&lnek,,gp_head,mukhiya,ST Woman,ST,1,गीता कच्छप,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,51,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,हेन्देबिली,,,,xx@jkWph@11@03&gsUnsfcyh,,gp_head,mukhiya,ST Other than Woman,ST,0,मिथुन पाहन,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,51,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,टुण्डाहुली,,,,xx@jkWph@11@04&Vq.Mkgqyh,,gp_head,mukhiya,ST Woman,ST,1,çतिमा देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,51,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,कुच्चू,,,,xx@jkWph@11@05&dqPpw,,gp_head,mukhiya,ST Other than Woman,ST,0,समुन्दर पाहन,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,51,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,गगारी,,,,xx@jkWph@11@06&xxkjh,,gp_head,mukhiya,ST Woman,ST,1,सीता देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,51,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,बरवे,,,,xx@jkWph@11@07&cjos,,gp_head,mukhiya,ST Other than Woman,ST,0,सुनीता देवी,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,51,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,ईरबा,,,,xx@jkWph@11@08&bZjck,,gp_head,mukhiya,ST Woman,ST,1,विनीता कुजूर,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,51,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,करमा,,,,xx@jkWph@11@09&djek,,gp_head,mukhiya,ST Other than Woman,ST,0,सोमरा उरा¡व,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,51,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,चकला,,,,xx@jkWph@11@10&pdyk,,gp_head,mukhiya,ST Woman,ST,1,बीना देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,51,RANCHI ZP PSS MUKHIYA GPS.pdf
