state,year,district,block,block_no,gram_panchayat,gp_no,ward_no,seat_no,seat_id_raw,seat_from_image,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,vacant,reservation_raw,script,source_path,source_page,source_pdf
Jharkhand,2015,Garhwa,खरौंधी,01,,,,01,I x<+ok@01@[kjkSa/kh& ¼01½,,block_member,panchayat_samiti,Woman,NONE,1,ज्ञानमति देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA PSS.pdf,1,GARHWA PSS.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,14,14,XXIII/सरायकेला–खरसवाँ/ 04/ चाण्डिल–(14),1,block_member,panchayat_samiti,Woman,NONE,1,नन्दिता चक्रवर्ती,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,1,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,15,15,XXIII/सरायकेला–खरसवाँ/ 04/ चाण्डिल–(15),1,block_member,panchayat_samiti,Woman,NONE,1,रजिया सुलतान,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,1,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,16,16,XXIII/सरायकेला–खरसवाँ/ 04/ चाण्डिल–(16),1,block_member,panchayat_samiti,ST Woman,ST,1,सोनामनी हाँसदा,0,अनुसूचित जनजाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,1,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,17,17,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(17),1,block_member,panchayat_samiti,ST Other than Woman,ST,0,शिवचरण सिंह सरदार,0,अनुसूचित जनजाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,18,18,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(18),1,block_member,panchayat_samiti,ST Other than Woman,ST,0,गुरा राम मार्डी,0,अनुसूचित जनजाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,19,19,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(19),1,block_member,panchayat_samiti,ST Other than Woman,ST,0,विभीशण उराँव,0,अनुसूचित जनजाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,20,20,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(20),1,block_member,panchayat_samiti,SC Other than Woman,SC,0,शिवचरण राजवार,0,अनुसूचित जाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,21,21,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(21),1,block_member,panchayat_samiti,ST Other than Woman,ST,0,प्रबोध उराँव,0,अनुसूचित जनजाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,22,22,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(22),1,block_member,panchayat_samiti,ST Woman,ST,1,चिन्तामणी महली,0,अनुसूचित जनजाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,23,23,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(23),1,block_member,panchayat_samiti,ST Woman,ST,1,पुष्पा देवी,0,अनुसूचित जनजाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,24,24,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(24),1,block_member,panchayat_samiti,BC Woman,BC,1,शहनाज बिबि,0,अन्य पिछड़ा वर्ग | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,25,25,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(25),1,block_member,panchayat_samiti,BC Woman,BC,1,–,0,अन्य पिछड़ा वर्ग | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,26,26,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(26),1,block_member,panchayat_samiti,BC Woman,BC,1,नाजमा खातुन,0,अन्य पिछड़ा वर्ग | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,27,27,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(27),1,block_member,panchayat_samiti,Other than Woman,NONE,0,इन्तियाज अन्सारी,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,28,28,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(28),1,block_member,panchayat_samiti,Woman,NONE,1,निखत परवीन हक,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,29,29,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(29),1,block_member,panchayat_samiti,BC Other than Woman,BC,0,खगेन्द्र कुम्भकार,0,अन्य पिछड़ा वर्ग | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,30,30,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(30),1,block_member,panchayat_samiti,ST Other than Woman,ST,0,हिमांशु शेखर हेम्ब्रम,0,अनुसूचित जनजाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,31,31,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(31),1,block_member,panchayat_samiti,ST Woman,ST,1,चाँदनी उराँव,0,अनुसूचित जनजाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,चाण्डिल–,04,चाण्डिल–,,25,32,XXIII/सरायकेला–खरसवाँ / 04 / चाण्डिल–(32),1,block_member,panchayat_samiti,ST Woman,ST,1,–,0,अनुसूचित जनजाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Chandil  Panchayat Samiti.pdf,2,Prapatra 23 Chandil  Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,01,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (01),,block_member,panchayat_samiti,BC Woman,BC,1,मन्दाकिनी देवी,0,अन्य पिछड़ा वर्ग | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,02,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (02),,block_member,panchayat_samiti,ST Other than Woman,ST,0,वीर सिंह मुण्डा,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,03,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (03),,block_member,panchayat_samiti,Woman,NONE,1,सुनीता देवी,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,04,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (04),,block_member,panchayat_samiti,BC Woman,BC,1,जानकी देवी,0,अन्य पिछड़ा वर्ग | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,05,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (05),,block_member,panchayat_samiti,ST Woman,ST,1,पार्वति कुमारी,0,अनुसूचित जनजाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,06,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (06),,block_member,panchayat_samiti,ST Woman,ST,1,भारती देवी,0,अनुसूचित जनजाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,07,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (07),,block_member,panchayat_samiti,ST Other than Woman,ST,0,गणपति उराँव,0,अनुसूचित जनजाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,08,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (08),,block_member,panchayat_samiti,ST Other than Woman,ST,0,बलराम सिंह मुण्डा,0,अनुसूचित जनजाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,09,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (09),,block_member,panchayat_samiti,Woman,NONE,1,सरला देवी,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,10,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (10),,block_member,panchayat_samiti,Other than Woman,NONE,0,अनिल कुमार सिंह,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,11,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (11),,block_member,panchayat_samiti,ST Woman,ST,1,तुलसी मांझी,0,अनुसूचित जनजाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,12,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (12),,block_member,panchayat_samiti,ST Woman,ST,1,गीता उराँव,0,अनुसूचित जनजाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,13,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (13),,block_member,panchayat_samiti,BC Other than Woman,BC,0,विजय कुमार महतो,0,अन्य पिछड़ा वर्ग | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,14,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (14),,block_member,panchayat_samiti,Other than Woman,NONE,0,लालचाँद साव,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,15,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (15),,block_member,panchayat_samiti,SC Other than Woman,SC,0,दलगोविन्द लायेक,0,अनुसूचित जाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,16,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (16),,block_member,panchayat_samiti,ST Woman,ST,1,आलोमनी देवी,0,अनुसूचित जनजाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,ईचागढ़,01,ईचागढ़,,,17,XXIII सरायकेला-खरसावाँ / 01/ ईचागढ़ - (17),,block_member,panchayat_samiti,ST Other than Woman,ST,0,सरोज कुमार बेसरा,0,अनुसूचित जनजाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Ichagarh Panchayat Samiti.pdf,1,Prapatra 23 Ichagarh Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,कुकडू –,02,कुकडू –,,01,01,XXIII सरायकेला–खरसावाँ/ 02/ कुकडू – (01),1,block_member,panchayat_samiti,SC Other than Woman,SC,0,मोहन साई कालिन्दी,0,अनुसूचित जाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Kukru Panchayat Samiti.pdf,1,Prapatra 23 Kukru Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,कुकडू –,02,कुकडू –,,02,02,XXIII सरायकेला–खरसावाँ/ 02/ कुकडू – (02),1,block_member,panchayat_samiti,Woman,NONE,1,लखिमनी देवी,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Kukru Panchayat Samiti.pdf,1,Prapatra 23 Kukru Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,कुकडू –,02,कुकडू –,,03,03,XXIII सरायकेला–खरसावाँ/ 02/ कुकडू – (03),1,block_member,panchayat_samiti,Woman,NONE,1,जमीला खातुन,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Kukru Panchayat Samiti.pdf,1,Prapatra 23 Kukru Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,कुकडू –,02,कुकडू –,,04,04,XXIII सरायकेला–खरसावाँ/ 02/ कुकडू – (04),1,block_member,panchayat_samiti,ST Other than Woman,ST,0,गंगाधर सिंह सरदार,0,अनुसूचित जनजाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Kukru Panchayat Samiti.pdf,1,Prapatra 23 Kukru Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,कुकडू –,02,कुकडू –,,05,05,XXIII सरायकेला–खरसावाँ/ 02/ कुकडू – (05),1,block_member,panchayat_samiti,ST Woman,ST,1,तरू सिंह मुण्डा,0,अनुसूचित जनजाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Kukru Panchayat Samiti.pdf,1,Prapatra 23 Kukru Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,कुकडू –,02,कुकडू –,,06,06,XXIII सरायकेला–खरसावाँ/ 02/ कुकडू – (06),1,block_member,panchayat_samiti,ST Woman,ST,1,जोसना सिंह मुण्डा,0,अनुसूचित जनजाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Kukru Panchayat Samiti.pdf,1,Prapatra 23 Kukru Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,कुकडू –,02,कुकडू –,,07,07,XXIII सरायकेला–खरसावाँ/ 02/ कुकडू – (07),1,block_member,panchayat_samiti,ST Other than Woman,ST,0,सन्तोशी सिंह मुण्डा,0,अनुसूचित जनजाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Kukru Panchayat Samiti.pdf,1,Prapatra 23 Kukru Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,कुकडू –,02,कुकडू –,,08,08,XXIII सरायकेला–खरसावाँ/ 02/ कुकडू – (08),1,block_member,panchayat_samiti,ST Woman,ST,1,प्रतिमावाला पातर,0,अनुसूचित जनजाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Kukru Panchayat Samiti.pdf,1,Prapatra 23 Kukru Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,कुकडू –,02,कुकडू –,,09,09,XXIII सरायकेला–खरसावाँ/ 02/ कुकडू – (09),1,block_member,panchayat_samiti,BC Other than Woman,BC,0,रमानाथ महतो,0,अन्य पिछड़ा वर्ग | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Kukru Panchayat Samiti.pdf,1,Prapatra 23 Kukru Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,कुकडू –,02,कुकडू –,,10,10,XXIII सरायकेला–खरसावाँ/ 02/ कुकडू – (10),1,block_member,panchayat_samiti,ST Other than Woman,ST,0,मनोरंजन सिंह,0,अनुसूचित जनजाति | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Kukru Panchayat Samiti.pdf,1,Prapatra 23 Kukru Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,कुकडू –,02,कुकडू –,,11,11,XXIII सरायकेला–खरसावाँ/ 02/ कुकडू – (11),1,block_member,panchayat_samiti,Other than Woman,NONE,0,गणेश चन्द्र महतो,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Kukru Panchayat Samiti.pdf,1,Prapatra 23 Kukru Panchayat Samiti.pdf
Jharkhand,2015,Seraikela Kharsawan,नीमडीह —,03,,,,01,XXIII सरायकेला—खरसावाँ/ 03/ नीमडीह —(01),,block_member,panchayat_samiti,BC Woman,BC,1,पुष्पा महतो,0,अन्य पिछड़ा वर्ग | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Nimdih Panchayat Samiti.doc.pdf,1,Prapatra 23 Nimdih Panchayat Samiti.doc.pdf
Jharkhand,2015,Seraikela Kharsawan,नीमडीह—,03,,,,02,XXIII सरायकेला—खरसावाँ/ 03/ नीमडीह—(02),,block_member,panchayat_samiti,BC Other than Woman,BC,0,उदय कृष्ण प्रमाणिक,0,अन्य पिछड़ा वर्ग | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Nimdih Panchayat Samiti.doc.pdf,1,Prapatra 23 Nimdih Panchayat Samiti.doc.pdf
Jharkhand,2015,Seraikela Kharsawan,नीमडीह—,03,,,,03,XXIII सरायकेला—खरसावाँ/ 03/ नीमडीह—(03),,block_member,panchayat_samiti,Other than Woman,NONE,0,विरेन्द्र नाथ महतो,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Nimdih Panchayat Samiti.doc.pdf,1,Prapatra 23 Nimdih Panchayat Samiti.doc.pdf
Jharkhand,2015,Seraikela Kharsawan,नीमडीह—,03,,,,04,XXIII सरायकेला—खरसावाँ/ 03/ नीमडीह—(04),,block_member,panchayat_samiti,ST Woman,ST,1,महेश्वरी मार्डी,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Nimdih Panchayat Samiti.doc.pdf,1,Prapatra 23 Nimdih Panchayat Samiti.doc.pdf
Jharkhand,2015,Seraikela Kharsawan,नीमडीह—,03,,,,05,XXIII सरायकेला—खरसावाँ/ 03/ नीमडीह—(05),,block_member,panchayat_samiti,BC Woman,BC,1,गीता रानी महतो,0,अन्य पिछड़ा वर्ग | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Nimdih Panchayat Samiti.doc.pdf,1,Prapatra 23 Nimdih Panchayat Samiti.doc.pdf
Jharkhand,2015,Seraikela Kharsawan,नीमडीह—,03,,,,06,XXIII सरायकेला—खरसावाँ/ 03/ नीमडीह—(06),,block_member,panchayat_samiti,ST Woman,ST,1,गीता सरदार,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/23. SERAIKELA KHARSAWAN MUKHIYA PSS/SERAIKELA KHARSAWAN PSS/Prapatra 23 Nimdih Panchayat Samiti.doc.pdf,1,Prapatra 23 Nimdih Panchayat Samiti.doc.pdf
