DISTRICT,PANCHAYATSAMITI,GRAMPANCHAYAT,ward_category,Name of Sarpanch,Sex,Category
DUNGARPUR,BICHHIW ARA,GHUGHARA,STW,RAMILA,F,STW
DUNGARPUR,BICHHIW ARA,GUMANPURA,STW,KANT A,F,STW
DUNGARPUR,BICHHIW ARA,JALUKUA,STW,SAVITA,F,STW
DUNGARPUR,BICHHIW ARA,KANBA,ST,MANI DEVI,F,STW
DUNGARPUR,BICHHIW ARA,KANKRADRA,STW,KAMLA URF LAXMI,F,STW
DUNGARPUR,BICHHIW ARA,KARAW ADA,ST,SHIVLAL DAMOR,M,ST
DUNGARPUR,BICHHIW ARA,KAROLI,ST,KANTILAL KHARADI,M,ST
DUNGARPUR,BICHHIW ARA,KHAJURI,ST,KEVAL RAM,M,ST
DUNGARPUR,BICHHIW ARA,MADA,ST,VIJAYPAL MEENA,M,ST
DUNGARPUR,BICHHIW ARA,MAHUDI,ST,MANGILAL ROAT,M,ST
DUNGARPUR,BICHHIW ARA,MALMATHA,STW,RAMILA,F,STW
DUNGARPUR,BICHHIW ARA,MEWADA,STW,NEERU DEVI,F,STW
DUNGARPUR,BICHHIW ARA,MODAR,ST,MAHESH KUMAR,M,ST
DUNGARPUR,BICHHIW ARA,NAWAL SHYAM,STW,GAURI DEVI,F,STW
DUNGARPUR,BICHHIW ARA,PALDEWAL,STW,KAILASH DEVI,F,STW
DUNGARPUR,BICHHIW ARA,P ALP ADAR,ST,BANSHILAL PANDWALA,M,ST
DUNGARPUR,BICHHIW ARA,PALVDA,STW,VANNI,F,STW
DUNGARPUR,BICHHIW ARA,RAMPUR MEWADA,ST,BHAWANA DAMOR,F,STW
DUNGARPUR,BICHHIW ARA,RENT A,ST,JAYCHAND AMLIYA,M,ST
DUNGARPUR,BICHHIW ARA,SABLI,ST,LILARAM VARHAT,M,ST
DUNGARPUR,BICHHIW ARA,SANCHIY A,STW,PARVATI DEVI,F,STW
DUNGARPUR,BICHHIW ARA,SATIRAMPURA,ST,GANESH GHOGHRA,M,ST
DUNGARPUR,BICHHIW ARA,SHISHOD,STW,HAKRI DEVI,F,STW
DUNGARPUR,BICHHIW ARA,SUNDAPUR,STW,TULSI DEVI,F,STW
DUNGARPUR,BICHHIW ARA,SURPUR,STW,SHARDA,F,STW
DUNGARPUR,BICHHIW ARA,TELIYA,STW,LAXMI,F,STW
DUNGARPUR,BICHHIW ARA,THANA,STW,RUPLI,F,STW
DUNGARPUR,BICHHIW ARA,VAINJA,ST,HAVJI BARANDA,M,ST
DUNGARPUR,BICHHIW ARA,VEERPUR,STW,RAMILA,F,STW
DUNGARPUR,BICHHIW ARA,VIKAS NAGAR,ST,LALU GHOGHRA,M,ST
DUNGARPUR,DUNGARPUR,AASELA,ST,DHANPAL,M,ST
DUNGARPUR,DUNGARPUR,ANTRI,STW,HAKRI DEVI,F,STW
DUNGARPUR,DUNGARPUR,BEDA,ST,NAVEEN CHANDRA,M,ST
DUNGARPUR,DUNGARPUR,BHINDA,STW,SURAJ DEVI,F,STW
DUNGARPUR,DUNGARPUR,BILADI,STW,BHAVNA,F,STW
DUNGARPUR,DUNGARPUR,BJOJATO KA AODA,ST,DHANRAJ NANOMA,M,ST
DUNGARPUR,DUNGARPUR,DAMDI,STW,MEERA DEVI,F,STW
DUNGARPUR,DUNGARPUR,DHANVDI,ST,PRABHU,M,ST
DUNGARPUR,DUNGARPUR,DOJA,STW,RADHA DEVI,F,STW
DUNGARPUR,DUNGARPUR,FALOJ,ST,ANIL,M,ST
DUNGARPUR,DUNGARPUR,GADAMORYA,ST,NATHULAL,M,ST
DUNGARPUR,DUNGARPUR,HATHAI,ST,HANJIYA,M,ST
DUNGARPUR,DUNGARPUR,HIRATA,ST,RAMLAL,M,ST
DUNGARPUR,DUNGARPUR,JHOTHARI,ST,LAXMANLAL ROAT,M,ST
DUNGARPUR,DUNGARPUR,KANHARI,STW,DURGA DEVI,F,STW
DUNGARPUR,DUNGARPUR,KHEDA,ST,BASANT LAL KHARADI,M,ST
DUNGARPUR,DUNGARPUR,KHEMPUR,ST,RAM KRISHNA,M,ST
DUNGARPUR,DUNGARPUR,KOLKHANDA,ST,ISHWAR LAL,M,ST
DUNGARPUR,DUNGARPUR,LOLAKPUR,STW,SHANTI DEVI,F,STW
DUNGARPUR,DUNGARPUR,MALL,ST,KALI DEVI,F,STW
DUNGARPUR,DUNGARPUR,MANDAWA,STW,SHILA DEVI KATARA,F,STW
DUNGARPUR,DUNGARPUR,MATHUGAMDA,STW,JEEJA DEVI,F,STW
DUNGARPUR,DUNGARPUR,MET ALI,ST,GANESHLAL,M,ST
DUNGARPUR,DUNGARPUR,PADLI GUJRESHWER,STW,RAMUDI,F,STW
DUNGARPUR,DUNGARPUR,PAL MATHHUGAMDA,STW,ASHA DEVI,F,STW
DUNGARPUR,DUNGARPUR,PALMANDAV,STW,PARU DEVI,F,STW
DUNGARPUR,DUNGARPUR,PIPLADA,STW,GALAL DEVI,F,STW
DUNGARPUR,DUNGARPUR,POHRI KHATURAT,STW,ITALI DEVI,F,STW
DUNGARPUR,DUNGARPUR,PUNALI,ST,VASUDEV,M,ST
DUNGARPUR,DUNGARPUR,RAGELA,STW,GAURI DEVI,F,STW
DUNGARPUR,DUNGARPUR,RAGHUNATHPURA,ST,HARIRAM KOTADIYA,M,ST
DUNGARPUR,DUNGARPUR,SANSRPUR,ST,GANGA DEVI,F,STW
DUNGARPUR,DUNGARPUR,SINDI KHAIRWADA,STW,CHAMPA DEVI,F,STW
DUNGARPUR,DUNGARPUR,SURATA,STW,KAMLA DEVI,F,STW
DUNGARPUR,DUNGARPUR,VALOTA,STW,ITALI DEVI,F,STW
DUNGARPUR,DUNGARPUR,VASI,ST,VASUDEV KATARA,M,ST
DUNGARPUR,SAGW ARA,AARA,ST,Huka,M,ST
DUNGARPUR,SAGW ARA,AMBADA,ST,Hari Prasad,M,ST
DUNGARPUR,SAGW ARA,BADGAMA,ST,Navneet Lal Parmar,M,ST
DUNGARPUR,SAGW ARA,BARBUDNIY A,ST,Vesat Khant,M,ST
DUNGARPUR,SAGW ARA,BHASOR,STW,Geeta Devi,F,STW
DUNGARPUR,SAGW ARA,BHEELUNDA,STW,Shanti Devi,F,STW
DUNGARPUR,SAGW ARA,BUNCHIYA BADA,STW,Ganga,F,STW
DUNGARPUR,SAGW ARA,DAIY ANA,ST,ISHAWARLAL,M,ST
DUNGARPUR,SAGW ARA,DECHA,ST,Ganga,F,STW
DUNGARPUR,SAGW ARA,DIVDA BADA,ST,Naniya Roat,M,ST
DUNGARPUR,SAGW ARA,DIVDA CHHOTA,STW,Ranjita,F,STW
DUNGARPUR,SAGW ARA,GADAJHUMJI,STW,Haju Devi Dendor,F,STW
DUNGARPUR,SAGW ARA,GAMDA BAMNIYA,STW,Hakri Devi,F,STW
DUNGARPUR,SAGW ARA,GAMDI DEVKI,STW,Kamla,F,STW
DUNGARPUR,SAGW ARA,GHATA KA GAON,STW,KesarDevi,F,STW
DUNGARPUR,SAGW ARA,GHATOD,STW,Shanti Dendor,F,STW
DUNGARPUR,SAGW ARA,GOVADI,ST,ISHAWAR LAL,M,ST
DUNGARPUR,SAGW ARA,HADMALA (VANORI),ST,Hari ROTI,M,ST
DUNGARPUR,SAGW ARA,JETHANA,ST,Amit Tabiyad,M,ST
DUNGARPUR,SAGW ARA,JOGPUR,STW,Ganga,F,STW
DUNGARPUR,SAGW ARA,KAHELA,STW,DHANU KHARI,F,STW
DUNGARPUR,SAGW ARA,KARADA,STW,Laxmi,F,STW
DUNGARPUR,SAGW ARA,KARIYANA,ST,Laxman,M,ST
DUNGARPUR,SAGW ARA,KHADGADA,STW,Kesar,F,STW
DUNGARPUR,SAGW ARA,KOKAPURA,ST,Dilip,M,ST
DUNGARPUR,SAGW ARA,MANDAWA,STW,Mamta,F,STW
DUNGARPUR,SAGW ARA,NANDOD,ST,Poonja Pargi,M,ST
DUNGARPUR,SAGW ARA,OBRI,ST,Panna Lal,M,ST
DUNGARPUR,SAGW ARA,OOD,ST,Kamla Shankar Dendor,M,ST
DUNGARPUR,SAGW ARA,PADARADI BADI,STW,Pushpa,F,STW
DUNGARPUR,SAGW ARA,PADAWA,ST,Jagnnath,M,ST
DUNGARPUR,SAGW ARA,PADRA,STW,Prabha Parmar,F,STW
DUNGARPUR,SAGW ARA,PARDA MEHTA,ST,Jasvant,M,ST
DUNGARPUR,SAGW ARA,PARDA SARODA,ST,kanti Lal Dendor,M,ST
DUNGARPUR,SAGW ARA,PIPALAGUNJ,STW,Kavita,F,STW
DUNGARPUR,SAGW ARA,RANOLI,ST,Jagji,M,ST
DUNGARPUR,SAGW ARA,SAMLIYA PANDIYA,STW,Meera DEVI,F,STW
DUNGARPUR,SAGW ARA,SARODA,STW,Narvada Bhagora,F,STW
DUNGARPUR,SAGW ARA,SELOT A,ST,Shankar Lal,M,ST
DUNGARPUR,SAGW ARA,SEMLIYA,STW,Kaduv Devi,F,STW
DUNGARPUR,SAGW ARA,TAMTIYA,ST,Suresh chandra Meena,M,ST
DUNGARPUR,SAGW ARA,THARKADA,ST,Bhana ROTI,M,ST
DUNGARPUR,SAGW ARA,VAGERI,STW,Kuri Devi,F,STW
DUNGARPUR,SAGW ARA,VARDA,ST,PHulvanti Roat,F,STW
DUNGARPUR,SAGW ARA,VARSINGPUR,STW,Sharda Devi,F,STW
DUNGARPUR,SAGW ARA,VIRAT,STW,LeelaDevi Meena,F,STW
DUNGARPUR,SIMALWARA,AMBADA,STW,THAVARI DEVI,F,STW
DUNGARPUR,SIMALWARA,BABA KI BAR,STW,TOLA,F,STW
DUNGARPUR,SIMALWARA,BADGAMA,ST,DHANESHW AR,M,ST
DUNGARPUR,SIMALWARA,BANKADA,ST,MANILAL DAMOR,M,ST
DUNGARPUR,SIMALWARA,BANSIYA,ST,JASW ANT,M,ST
DUNGARPUR,SIMALWARA,BAVDI,ST,AANANT DAMOR,M,ST
DUNGARPUR,SIMALWARA,BEDSA,ST,ARUNA,F,STW
DUNGARPUR,SIMALWARA,BHACHDIY A,ST,PAWAN SINGH,M,ST
DUNGARPUR,SIMALWARA,BHAIMAI,STW,ANITA,F,STW
DUNGARPUR,SIMALWARA,BHAISARA CHHOTA,STW,BADI DEVI BHAGORA,F,STW
DUNGARPUR,SIMALWARA,BODAMLI,STW,SIMA DEVI PARMAR,F,STW
DUNGARPUR,SIMALWARA,CHADOLI,ST,JEEVATRAM,M,ST
DUNGARPUR,SIMALWARA,CHINKHALI,ST,DEVA KHANT,M,ST
DUNGARPUR,SIMALWARA,CHIT ARI,STW,KAMALA DENDOR,F,STW
DUNGARPUR,SIMALWARA,DARIYATI,STW,MANI DEVI,F,STW
DUNGARPUR,SIMALWARA,DHAMBOLA,ST,ANIL GARASIYA,M,ST
DUNGARPUR,SIMALWARA,DHANGAON,STW,KANTA PARGI,F,STW
DUNGARPUR,SIMALWARA,DHODHRA,ST,MOHAN LAL AHARI,M,ST
DUNGARPUR,SIMALWARA,DUNGAR,STW,KAUDI TABIYAD,F,STW
DUNGARPUR,SIMALWARA,DUNGARSARAN,ST,BHAGWATILAL ROAT,M,ST
DUNGARPUR,SIMALWARA,DUNKA,STW,DARMISHTHA DEVI DAMOR,F,STW
DUNGARPUR,SIMALWARA,GADAJASRAJPUR,STW,SHANTI DEVI,F,STW
DUNGARPUR,SIMALWARA,GADAMERTIYA,ST,REKHA DENDOR,F,STW
DUNGARPUR,SIMALWARA,GADAPATTE PEETH,STW,DURGA KATARA,F,STW
DUNGARPUR,SIMALWARA,GALIYAKOT,ST,PANNALAL GARASIYA,M,ST
DUNGARPUR,SIMALWARA,GARITIYA,ST,MANAKLAL,M,ST
DUNGARPUR,SIMALWARA,GHUVED,ST,SOMALAL,M,ST
DUNGARPUR,SIMALWARA,GUNDLARA,STW,KANKU,F,STW
DUNGARPUR,SIMALWARA,JAISALA,STW,MOHAN DEVI,F,STW
DUNGARPUR,SIMALWARA,JHALAI,STW,USHA DAMOR,F,STW
DUNGARPUR,SIMALWARA,JHALAP,STW,PUNJI ROAT DEVI,F,STW
DUNGARPUR,SIMALWARA,JHARNI,STW,DHULI DAMOR,F,STW
DUNGARPUR,SIMALWARA,JHOSAVA,STW,MAYA DEVI DENDOR,F,STW
DUNGARPUR,SIMALWARA,JORAW ARPURA,STW,AMRIT DEVI,F,STW
DUNGARPUR,SIMALWARA,KASARIY A,ST,RAMANLAL,M,ST
DUNGARPUR,SIMALWARA,KAUN,ST,SOMALAL BHAGORA,M,ST
DUNGARPUR,SIMALWARA,KOCHARI,STW,KANKU SHANKAR LAL,F,STW
DUNGARPUR,SIMALWARA,LIKHI BADI,STW,MANI,F,STW
DUNGARPUR,SIMALWARA,MALAKHOLDA,ST,DHANA,M,ST
DUNGARPUR,SIMALWARA,MANDALI,STW,GALALI DAMOR,F,STW
DUNGARPUR,SIMALWARA,MEVADA,ST,LILAWATI,F,STW
DUNGARPUR,SIMALWARA,NADIYA,STW,KANTA DEVI,F,STW
DUNGARPUR,SIMALWARA,NAGARIYA PANCHELA,ST,RAMLAL,M,ST
DUNGARPUR,SIMALWARA,NAIBASTI BADGAMA,STW,USHA,F,STW
DUNGARPUR,SIMALWARA,PEETH,ST,OONKAR DAMOR,M,ST
DUNGARPUR,SIMALWARA,PUNAWADA,STW,DAKSHA,F,STW
DUNGARPUR,SIMALWARA,RAMSOR JUNA,ST,HURMA DAMOR,M,ST
DUNGARPUR,SIMALWARA,RASTA PAL,ST,MANOJ AMALIYA,M,ST
DUNGARPUR,SIMALWARA,RATADIYA,ST,RUPLAL,M,ST
DUNGARPUR,SIMALWARA,SADRIYA,ST,KARILAL DAMOR,M,ST
DUNGARPUR,SIMALWARA,SAKARSI,ST,GANGA,F,STW
DUNGARPUR,SIMALWARA,SAKODRA,ST,NARENDRA KUMAR,M,ST
DUNGARPUR,SIMALWARA,SALEDA,ST,BHARAT LAL AHARI,M,ST
DUNGARPUR,SIMALWARA,SARTHUNA,ST,PRATAP DAMOR,M,ST
DUNGARPUR,SIMALWARA,SEETHAL,STW,RADHA,F,STW
DUNGARPUR,SIMALWARA,SENDOL A,ST,MOHAN MASAR,M,ST
DUNGARPUR,SIMALWARA,SILOHI,STW,SHANTI DEVI MEENA,F,STW
DUNGARPUR,SIMALWARA,SIMALWARA,STW,MANI,F,STW
GANGANAGAR,ANUPGARH,(3 SAD) MASHNIWALA,GEN,SHALANDER SINGH,M,GEN
GANGANAGAR,ANUPGARH,1 LSM(BANDA COLONEY),GEN,Devendra Pal Singh,M,GEN
GANGANAGAR,ANUPGARH,10 AS,SC,BHERA RAM,M,SC
GANGANAGAR,ANUPGARH,10 SARKARI,GEN,ARVIND,M,OBC
GANGANAGAR,ANUPGARH,12 GB,GEN,DEVENDRA PAL SINGH,M,GEN
GANGANAGAR,ANUPGARH,14 APD(KAMRANIYA),SC,Omparkash,M,SC
GANGANAGAR,ANUPGARH,15 A(B),SCW,SANTOHSH DEVI,F,SCW
GANGANAGAR,ANUPGARH,15 BLD,SCW,KALAVATI,F,SCW
GANGANAGAR,ANUPGARH,16 AS (KUPLI),SCW,KALAWATI,F,SCW
GANGANAGAR,ANUPGARH,17 GB A,GENW,MANJEET KOUR,F,GENW
GANGANAGAR,ANUPGARH,2 GB a,SC,RUPARAM,M,SC
GANGANAGAR,ANUPGARH,2 PGM B,GENW,SUKH PAL KOUR,F,SCW
GANGANAGAR,ANUPGARH,21 SJM,SC,Ganga Ram,M,SC
GANGANAGAR,ANUPGARH,22 A,SC,RAM PARKASH,M,SC
GANGANAGAR,ANUPGARH,24 GB,GEN,ASHOK,M,OBC
GANGANAGAR,ANUPGARH,27 A,GEN,BALJEET SINGH,M,GEN
GANGANAGAR,ANUPGARH,28 GB,GENW,JASVEER KOUR,F,GENW
GANGANAGAR,ANUPGARH,29 GB A(SHIVE PURI),SC,OMPRAKASH,M,SC
GANGANAGAR,ANUPGARH,3 KSD,GEN,KRISAN LAL,M,OBC
GANGANAGAR,ANUPGARH,3 ND,SC,PALI RAM,M,SC
GANGANAGAR,ANUPGARH,30 APD,GENW,Sharda Devi,F,OBCW
GANGANAGAR,ANUPGARH,4 BLD,GEN,OMPRAKASH,M,OBC
GANGANAGAR,ANUPGARH,41 GB,GEN,RAJENDRA SINGH,M,GEN
GANGANAGAR,ANUPGARH,42 GB,OBCW,MANJEET KOUR,F,OBCW
GANGANAGAR,ANUPGARH,48 GB A(RAD BAGGI),GENW,BALJINDRA KOUR,F,OBCW
GANGANAGAR,ANUPGARH,4KSM (BANDA),GEN,BHAGIRAHT,M,GEN
GANGANAGAR,ANUPGARH,5 AS (MOTASAR),GENW,SARLA,F,GENW
GANGANAGAR,ANUPGARH,50 GB,GEN,HARMEET SINGH,M,GEN
GANGANAGAR,ANUPGARH,54 GB,GENW,MANJEET KOUR,F,OBCW
GANGANAGAR,ANUPGARH,59 GB (RAMSINGHPUR),SCW,CHAUTHI DEVI,F,SCW
GANGANAGAR,ANUPGARH,6 APD,GENW,SHAKUNTLA,F,OBCW
GANGANAGAR,ANUPGARH,6 BLM(A),GEN,KAMLA DEVI,F,OBCW
GANGANAGAR,ANUPGARH,61 GB,SCW,CHUNNI DEVI,F,SCW
GANGANAGAR,ANUPGARH,65 GB,GENW,MANDEEP KOUR,F,OBCW
GANGANAGAR,ANUPGARH,7 APD(BHATIWALA),SC,MUKHTYAR SINGH,M,SC
GANGANAGAR,ANUPGARH,7 GB,SCW,SAVITIRI,F,SCW
GANGANAGAR,ANUPGARH,7 SJM,SCW,Radha Devi,F,SCW
GANGANAGAR,ANUPGARH,72 GB,SCW,MEERA,F,SCW
GANGANAGAR,ANUPGARH,74 GB,SC,MOHRI DEVI,F,SCW
GANGANAGAR,ANUPGARH,78 GB,GENW,GEETA DEVI,F,OBCW
GANGANAGAR,ANUPGARH,8 BGD,SC,CHANDA RAM,M,SC
GANGANAGAR,ANUPGARH,8 STB,GEN,GAJENDRA SINGH,M,GEN
GANGANAGAR,ANUPGARH,90 GB,SCW,SUGNI DEVI,F,SCW
GANGANAGAR,ANUPGARH,BILOCHIA,OBC,AMARCHAND,M,OBC
GANGANAGAR,ANUPGARH,BUGIY A(4JSD),SCW,LAXMI DEVI,F,SCW
GANGANAGAR,ANUPGARH,GOMAWALI,SCW,SURYA PAL,F,SCW
GANGANAGAR,ANUPGARH,JAITSAR,GEN,MADHU KANWAR,F,GENW
GANGANAGAR,GHADSANA,1 MLK (C)(JALWALI),SCW,LAXMI DEVI,F,SCW
GANGANAGAR,GHADSANA,1 SKM,SCW,KARAMJEET KOUR,F,SCW
GANGANAGAR,GHADSANA,10 DOL,SC,KAVAL RAM,M,SC
GANGANAGAR,GHADSANA,10 KD(RAWALA GAON),GENW,SOMTI DEVI,F,OBCW
GANGANAGAR,GHADSANA,11 P(PATRODA),OBCW,HARBANSH KOUR,F,OBCW
GANGANAGAR,GHADSANA,11/12 ND(NAHARAWALI),GENW,PARMESHWARI DEVI,F,OBCW
GANGANAGAR,GHADSANA,12 H HISHAMKI,SC,Kisan Lal,M,SC
GANGANAGAR,GHADSANA,12 MLD-A,SC,SHERA RAM,M,SC
GANGANAGAR,GHADSANA,13 DOL,SCW,OMLI DEVI,F,SCW
GANGANAGAR,GHADSANA,13 MD,GENW,VEERPAL KOUR,F,OBCW
GANGANAGAR,GHADSANA,17 KND(KHANUWALI),GEN,SURAJ PAL SINGH,M,OBC
GANGANAGAR,GHADSANA,17 MD(A),SCW,AMAR DEVI,F,SCW
GANGANAGAR,GHADSANA,18 P,GEN,Lakvindra Singh,M,SC
GANGANAGAR,GHADSANA,19 GD,OBCW,JAYSANT KOUR,F,OBCW
GANGANAGAR,GHADSANA,2 GD B,GENW,SUKHVINDRA KOUR,F,OBCW
GANGANAGAR,GHADSANA,2 GM B,GEN,SEVAK SINGH,M,OBC
GANGANAGAR,GHADSANA,2 KLD(365 HEAD),OBC,ASHI DEVI,F,OBCW
GANGANAGAR,GHADSANA,2 KM(JIWANDESAR),GENW,MANJEET KOUR,F,OBCW
GANGANAGAR,GHADSANA,2 MGM (ROJDI),GENW,SHUKHJEET KOUR,F,OBCW
GANGANAGAR,GHADSANA,2 MLDA,SC,RAM LAL,M,SC
GANGANAGAR,GHADSANA,2 RKM(KUNDAL),GEN,ALIKHA,M,GEN
GANGANAGAR,GHADSANA,20 LM(LUNIA),SC,TARA CHAND,M,SC
GANGANAGAR,GHADSANA,22 RJD,SCW,MAYA,F,SCW
GANGANAGAR,GHADSANA,24 ASC,GEN,KANTA DEVI,F,GENW
GANGANAGAR,GHADSANA,3 KD A,SC,KULWANT SINGH,M,SC
GANGANAGAR,GHADSANA,4 KPD,SCW,VIDHYA DEVI,F,SCW
GANGANAGAR,GHADSANA,4 LM,GEN,Isavar singh,M,OBC
GANGANAGAR,GHADSANA,5 MLD A,GENW,SUSHMA,F,GENW
GANGANAGAR,GHADSANA,5 PSD,SCW,PARMESHWARI DEVI,F,SCW
GANGANAGAR,GHADSANA,6 DD,SC,DEPUTY SINGH,M,SC
GANGANAGAR,GHADSANA,6P,GENW,CHINDRA PAL KAUR,F,OBCW
GANGANAGAR,GHADSANA,6 SKMA,SCW,GANGA DEVI,F,SCW
GANGANAGAR,GHADSANA,6 ZWM,GEN,BHAGAT SINGH,M,OBC
GANGANAGAR,GHADSANA,7 KND,GENW,VIDHYA DEVI,F,OBCW
GANGANAGAR,GHADSANA,7 MLD (B),GEN,DULE KHA,M,GEN
GANGANAGAR,GHADSANA,8 KB,GEN,MANMOHAN,M,OBC
GANGANAGAR,GHADSANA,8 KND(B),SC,SHIV RAM,M,SC
GANGANAGAR,GHADSANA,8 PSD(RAWALA MANDI),GEN,SARJEET SINGH,M,OBC
GANGANAGAR,GHADSANA,9 LMB,SCW,Padama Devi,F,SCW
GANGANAGAR,GHADSANA,9 MD(SATRANA),GEN,JAS PAL SINGH,M,OBC
GANGANAGAR,GHADSANA,9 PSDA,GEN,DALIP KUMAR,M,OBC
GANGANAGAR,KARANPUR,10 O(TEJAWALA),GENW,SUKHPAL KOUR,F,OBCW
GANGANAGAR,KARANPUR,13 FF MANAKSAR,SC,JAGSEER SINGH,M,SC
GANGANAGAR,KARANPUR,14 FF,GEN,GURTEJ SINGH,M,GEN
GANGANAGAR,KARANPUR,14 S MAJHIWALA,SCW,VEERPAL KOUR,F,SCW
GANGANAGAR,KARANPUR,15 O,GENW,LAKHVINDER KOUR,F,OBCW
GANGANAGAR,KARANPUR,2 FC MUKUN,GEN,CHANDU RAM,M,SC
GANGANAGAR,KARANPUR,2 FFA,GENW,SHIMLA DEVI,F,OBCW
GANGANAGAR,KARANPUR,2 W GURUSAR,SCW,SHIMLA KUMARI,F,SCW
GANGANAGAR,KARANPUR,2X,GENW,HARVINDER KOUR,F,OBCW
GANGANAGAR,KARANPUR,25 F (GULABEWALA),GEN,HARGOVIND SINGH,M,OBC
GANGANAGAR,KARANPUR,25 H (DALPATSINGHPUR),GENW,PRAKASH KAUR,F,OBCW
GANGANAGAR,KARANPUR,3O,GEN,GURMEET SINGH,M,OBC
GANGANAGAR,KARANPUR,36 H NAGGI,SCW,SAVITIRI DEVI,F,SCW
GANGANAGAR,KARANPUR,42 H,GEN,BALVEER KOUR,F,GENW
GANGANAGAR,KARANPUR,43 GG KHARLA,GEN,RAJDEEP KOUR,F,OBCW
GANGANAGAR,KARANPUR,48 GG SHRINAGAR,OBCW,MANJEET KOUR,F,OBCW
GANGANAGAR,KARANPUR,50 F ROOPNAGAR,SCW,ANU DEVI,F,SCW
GANGANAGAR,KARANPUR,52 GG GULABEWALA,SCW,LAXAMI DEVI,F,SCW
GANGANAGAR,KARANPUR,56 F,SC,PARKASH SINGH,M,SC
GANGANAGAR,KARANPUR,6 FA RADEWALA,GEN,GURDEEP SINGH,M,OBC
GANGANAGAR,KARANPUR,61 F,SC,LABH SINGH,M,SC
GANGANAGAR,KARANPUR,7 S KIKARWALI,GEN,BALDEV SINGH,M,GEN
GANGANAGAR,KARANPUR,8V,SCW,NEELAM,F,SCW
GANGANAGAR,KARANPUR,9 FA MAJHIWALA,SC,CHIRANJEE LAL,M,SC
GANGANAGAR,KARANPUR,9 FF BADOPAL,GENW,SARJEET KOUR,F,OBCW
GANGANAGAR,KARANPUR,AARAYAN 32F,SC,TRILOK CHAND,M,SC
GANGANAGAR,KARANPUR,DHANOOR 6 V,GEN,AJAYAB SINGH,M,OBC
GANGANAGAR,KARANPUR,DHRINGAWALI 2MM,SC,GURDEEP BASE,M,SC
GANGANAGAR,KARANPUR,FUSEWALA,GEN,INDERJEET SINGH,M,OBC
GANGANAGAR,KARANPUR,KAMINPURA,SC,DEV SINGH,M,SC
GANGANAGAR,KARANPUR,MALKANA KALA,SC,INDRAJ SINGH,M,SC
GANGANAGAR,KARANPUR,MALKANA KHURD,SCW,GEETA DEVI,F,SCW
GANGANAGAR,KARANPUR,MODA 46F,GENW,GURJEET KOUR,F,OBCW
GANGANAGAR,KARANPUR,MOHALA 12 H,GENW,SURJEET KOUR,F,OBCW
GANGANAGAR,KARANPUR,MOTASAR KHUNI,SCW,MAHATI DEVI,F,SCW
GANGANAGAR,PADAMPUR,FARSEWALA,OBCW,PRAKESH KOUR,F,OBCW
GANGANAGAR,PADAMPUR,(49 LLW) NARSINGPURA,GENW,SHANTI DEVI,F,OBCW
GANGANAGAR,PADAMPUR,(52 LNP) MAJHUWAS,GEN,SATPAL MAJHU,M,OBC
GANGANAGAR,PADAMPUR,1 PS,SC,MANDAR SINGH,M,SC
GANGANAGAR,PADAMPUR,11 EEA,SC,BRIJPAL,M,SC
GANGANAGAR,PADAMPUR,16 BB,GENW,SUKHDEEP KOUR,F,OBCW
GANGANAGAR,PADAMPUR,19 BB,SCW,RAJA DEVI,F,SCW
GANGANAGAR,PADAMPUR,20 BBA,SC,PATRAM,M,SC
GANGANAGAR,PADAMPUR,23 BB (BERA),SCW,VIMALA DEVI,F,SCW
GANGANAGAR,PADAMPUR,3 RBA,GENW,PARMJEET KOUR,F,OBCW
GANGANAGAR,PADAMPUR,34 LNP,GEN,RAKESH KUMAR,M,OBC
GANGANAGAR,PADAMPUR,35 BB,SCW,SIMARJIT KOUR,F,SCW
GANGANAGAR,PADAMPUR,37 GG (GHUNDHUWALA),SC,AWATAR INDERPAL SINGH,M,SC
GANGANAGAR,PADAMPUR,39 RB,OBCW,CHARANJEET KOUR,F,OBCW
GANGANAGAR,PADAMPUR,4 BB,GEN,RICHPAL SINGH,M,GEN
GANGANAGAR,PADAMPUR,4 DD,OBC,BANWARI LAL,M,OBC
GANGANAGAR,PADAMPUR,4 JJ,GEN,HARI KRISHAN CHANWALA,M,GEN
GANGANAGAR,PADAMPUR,4 NN (CHANANA),GENW,SATVEER KOUR,F,OBCW
GANGANAGAR,PADAMPUR,46 RB (RAJPURA),OBC,BHAGIRAH,M,OBC
GANGANAGAR,PADAMPUR,5 BBA (BOOTSAR),SC,DHARMA RAM,M,SC
GANGANAGAR,PADAMPUR,5 KK(CHIDHABUTTER),GENW,PARDEEP KOUR,F,OBCW
GANGANAGAR,PADAMPUR,54 LNP,OBC,BUDH RAM,M,OBC
GANGANAGAR,PADAMPUR,69 LNP,GEN,BANWARI LAL,M,OBC
GANGANAGAR,PADAMPUR,7 DD,SCW,SUGNI DEVI,F,SCW
GANGANAGAR,PADAMPUR,8 NN A,SCW,HARMEET KOUR,F,SCW
GANGANAGAR,PADAMPUR,83 LNP(JODKAIYA),GENW,RAMMURTI,F,OBCW
GANGANAGAR,PADAMPUR,BIJHBAYALA,GENW,VIMLA DEVI,F,OBCW
GANGANAGAR,PADAMPUR,FAKIRWALI,GENW,MAINA DEVI,F,OBCW
