sl_no_2015,dist_name_2015,samiti_name_2015,gp_2015,reservation_2015,name_2015,sex_2015,category_2015,gp_new_2015,dist_name_new_2015,samiti_name_new_2015,key_2015,sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2010,dist_name_new_2010,samiti_name_new_2010,key_2010,dist_05_10,nuke_05_10,dist
5581,JALORE,AHORE,KAMBA,General,JASPAL SINGH,NA,General,kamba,JALORE,AHORE,JALOREAHOREkamba,5284,JALORE,AHORE,KAMBA,GEN,NAIN SINGH,MALE,GEN,kamba,JALORE,AHORE,NA,JALOREAHOREkamba,5155,JALORE,AHORE,KAMBA,GENW,JEEVAN KANWAR,F,GENW,kamba,JALORE,AHORE,JALOREAHOREkamba,0,NA,0
5582,JALORE,AHORE,KANVLA,OBC,GOPA RAM,NA,OBC,kanvla,JALORE,AHORE,JALOREAHOREkanvla,5285,JALORE,AHORE,KAVLA,SC W,KAVITA,FEMALE,SC,kanvla,JALORE,AHORE,NA,JALOREAHOREkanvla,5156,JALORE,AHORE,KANVLA,GEN,CHOG SINGH,M,GEN,kanvla,JALORE,AHORE,JALOREAHOREkanvla,0,NA,0
5583,JALORE,AHORE,KA VRADA,General,CHAMPA LAL,NA,OBC,ka vrada,JALORE,AHORE,JALOREAHOREka vrada,5286,JALORE,AHORE,KAVRADA,OBC W,JAMU URF JAMUNA,FEMALE,OBC,kavrada,JALORE,AHORE,NA,JALOREAHOREkavrada,5157,JALORE,AHORE,KAVRADA,GEN,GANPAT SINGH,M,GEN,kavrada,JALORE,AHORE,JALOREAHOREkavrada,0,NA,1
5584,JALORE,AHORE,NIMBLA,General,SURYAVEER SINGH,NA,General,nimbla,JALORE,AHORE,JALOREAHOREnimbla,5287,JALORE,AHORE,NIMBLA,SC,KALU RAM,MALE,SC,nimbla,JALORE,AHORE,NA,JALOREAHOREnimbla,5158,JALORE,AHORE,NIMBL A,GEN,SURYAVEER SINGH,M,GEN,nimbla,JALORE,AHORE,JALOREAHOREnimbla,0,NA,0
5585,JALORE,AHORE,NORVA,OBC (Woman),MAMTA,NA,OBC (Woman),norva,JALORE,AHORE,JALOREAHOREnorva,5288,JALORE,AHORE,NORVA,GEN W,JHAMU KANWAR,FEMALE,GEN,norva,JALORE,AHORE,NA,JALOREAHOREnorva,5159,JALORE,AHORE,NORV A,GEN,INDRA SINGH,M,GEN,norva,JALORE,AHORE,JALOREAHOREnorva,0,NA,0
5586,JALORE,AHORE,NOSERA,ST (Woman),PUSHPA DEVI,NA,ST (Woman),nosera,JALORE,AHORE,JALOREAHOREnosera,5289,JALORE,AHORE,NOSRA,GEN,GANPAT SINGH,MALE,GEN,nosera,JALORE,AHORE,NA,JALOREAHOREnosera,5160,JALORE,AHORE,NOSERA,GEN,MANJU KANWAR,F,GENW,nosera,JALORE,AHORE,JALOREAHOREnosera,0,NA,0
5587,JALORE,AHORE,P ADERLI,SC,MEERA RAM,NA,SC,p aderli,JALORE,AHORE,JALOREAHOREp aderli,5290,JALORE,AHORE,PADARLI,ST,MORA RAM,MALE,ST,paderli,JALORE,AHORE,NA,JALOREAHOREpaderli,5161,JALORE,AHORE,PADERLI,GENW,JEEVI,F,GENW,paderli,JALORE,AHORE,JALOREAHOREpaderli,0,NA,1
5588,JALORE,AHORE,P ANCHOT A,SC,RAJA RAM,NA,SC,p anchot a,JALORE,AHORE,JALOREAHOREp anchot a,5291,JALORE,AHORE,PANCHOTA,GEN W,DARIYA KANWAR,FEMALE,GEN,panchota,JALORE,AHORE,NA,JALOREAHOREpanchota,5162,JALORE,AHORE,PANCHOTA,GENW,LEELA KANWAR,F,GENW,panchota,JALORE,AHORE,JALOREAHOREpanchota,0,NA,2
5589,JALORE,AHORE,PAVTA,General (Woman),SUMAN KANWAR,NA,General (Woman),pavta,JALORE,AHORE,JALOREAHOREpavta,5292,JALORE,AHORE,PAVTA,SC,HEERA LAL,MALE,SC,pavta,JALORE,AHORE,NA,JALOREAHOREpavta,5163,JALORE,AHORE,PAVTA,OBC,PRATAP PURI,M,OBC,pavta,JALORE,AHORE,JALOREAHOREpavta,0,NA,0
5590,JALORE,AHORE,RAITHAL,SC,PEERA RAM,NA,SC,raithal,JALORE,AHORE,JALOREAHOREraithal,5293,JALORE,AHORE,RAITHAL,OBC,DAKHU DEVI,FEMALE,OBC,raithal,JALORE,AHORE,NA,JALOREAHOREraithal,5164,JALORE,AHORE,RAITHAL,STW,SEET A,F,STW,raithal,JALORE,AHORE,JALOREAHOREraithal,0,NA,0
5591,JALORE,AHORE,RAMA,SC,RAJA RAM,NA,SC,rama,JALORE,AHORE,JALOREAHORErama,5294,JALORE,AHORE,RAMA,GEN,PRAHLAD SINGH,MALE,GEN,rama,JALORE,AHORE,NA,JALOREAHORErama,5165,JALORE,AHORE,RAMA,GEN,LALA RAM,M,OBC,rama,JALORE,AHORE,JALOREAHORErama,0,NA,0
5592,JALORE,AHORE,RODL A,General (Woman),LAXMI KANWAR,NA,General (Woman),rodl a,JALORE,AHORE,JALOREAHORErodl a,5295,JALORE,AHORE,RODLA,SC W,MEERA DEVI,FEMALE,SC,rodla,JALORE,AHORE,NA,JALOREAHORErodla,5166,JALORE,AHORE,RODL A,OBC,BHEEKHA RAM,M,OBC,rodla,JALORE,AHORE,JALOREAHORErodla,0,NA,1
5593,JALORE,AHORE,SEDRIYA BALOTAN,General (Woman),KIRAN KANWAR,NA,General (Woman),sedriya balotan,JALORE,AHORE,JALOREAHOREsedriya balotan,5296,JALORE,AHORE,SEDARIA BALOTAN,OBC,JEEV RAM,MALE,OBC,sedriya balotan,JALORE,AHORE,NA,JALOREAHOREsedriya balotan,5167,JALORE,AHORE,SEDRIYA BALOTAN,GENW,BHANWAR KANWAR,F,GENW,sedriya balotan,JALORE,AHORE,JALOREAHOREsedriya balotan,0,NA,0
5594,JALORE,AHORE,SHANKHV ALI,SC (Woman),KAMLA DEVI,NA,SC (Woman),shankhv ali,JALORE,AHORE,JALOREAHOREshankhv ali,5297,JALORE,AHORE,SHANKHWALI,OBC,GALBA RAM,MALE,OBC,shankhvali,JALORE,AHORE,NA,JALOREAHOREshankhvali,5168,JALORE,AHORE,SHANKHVALI,STW,ROKI DEVI,F,STW,shankhvali,JALORE,AHORE,JALOREAHOREshankhvali,0,NA,1
5595,JALORE,AHORE,SUGALIYA JODHA,SC (Woman),KAMLA DEVI,NA,SC (Woman),sugaliya jodha,JALORE,AHORE,JALOREAHOREsugaliya jodha,5298,JALORE,AHORE,SUGALIA JODHA,GEN W,SAYAR KANWAR,FEMALE,GEN,sugaliya jodha,JALORE,AHORE,NA,JALOREAHOREsugaliya jodha,5169,JALORE,AHORE,SUGALIYA JODHA,GENW,ANSI DEVI,F,OBCW,sugaliya jodha,JALORE,AHORE,JALOREAHOREsugaliya jodha,0,NA,0
5596,JALORE,AHORE,THANVLA,General,JABBAR SINGH,NA,General,thanvla,JALORE,AHORE,JALOREAHOREthanvla,5299,JALORE,AHORE,THAVLA,ST W,ANSI DEVI,FEMALE,ST,thanvla,JALORE,AHORE,NA,JALOREAHOREthanvla,5170,JALORE,AHORE,THANVLA,OBCW,KANTA KANWAR,F,OBCW,thanvla,JALORE,AHORE,JALOREAHOREthanvla,0,NA,0
5597,JALORE,AHORE,UMMEDPUR,OBC (Woman),SHARDA,NA,OBC (Woman),ummedpur,JALORE,AHORE,JALOREAHOREummedpur,5300,JALORE,AHORE,UMMEDPUR,SC W,SONI DEVI,FEMALE,SC,ummedpur,JALORE,AHORE,NA,JALOREAHOREummedpur,5171,JALORE,AHORE,UMMEDPUR,GENW,BHANWAR KANWAR,F,GENW,ummedpur,JALORE,AHORE,JALOREAHOREummedpur,0,NA,0
5598,JALORE,AHORE,VEDIYA,General,GULAB SINGH,NA,General,vediya,JALORE,AHORE,JALOREAHOREvediya,5302,JALORE,AHORE,VEDIA,ST,RAVIA,MALE,ST,vediya,JALORE,AHORE,NA,JALOREAHOREvediya,5172,JALORE,AHORE,VEDIY A,OBC,TARA RAM,M,OBC,vediya,JALORE,AHORE,JALOREAHOREvediya,0,NA,0
5599,JALORE,AHORE,VELDRA,ST,CHIMANA RAM,NA,ST,veldra,JALORE,AHORE,JALOREAHOREveldra,5301,JALORE,AHORE,VALDARA,GEN,RAM SINGH,MALE,GEN,veldra,JALORE,AHORE,NA,JALOREAHOREveldra,5173,JALORE,AHORE,VELDRA,SC,ADAA RAM,M,SC,veldra,JALORE,AHORE,JALOREAHOREveldra,0,NA,0
6082,JHUNJHUNU,ALSISAR,ALSISAR,General (Woman),SHABNUM BANNO,NA,OBC (Woman),alsisar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARalsisar,5803,JHUNJHUNU,ALSISAR,MALSISAR,GEN,VINOD,MALE,OBC,malsisar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARmalsisar,5649,JHUNJHUNU,ALSISAR,ALSISAR,OBC,VIJAY SINGH,M,OBC,alsisar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARalsisar,1,NA,0
6083,JHUNJHUNU,ALSISAR,BADET,General,DHARM PAL,NA,OBC,badet,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbadet,5778,JHUNJHUNU,ALSISAR,BADET,GEN,BAJRANG,MALE,GEN,badet,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARbadet,5650,JHUNJHUNU,ALSISAR,BADET,ST,MEERA,F,STW,badet,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbadet,0,NA,0
6084,JHUNJHUNU,ALSISAR,BAJLA,General,MOOL CHAND,NA,OBC,bajla,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbajla,5779,JHUNJHUNU,ALSISAR,BAJLA,GEN,MOOLCHAND,MALE,OBC,bajla,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARbajla,5651,JHUNJHUNU,ALSISAR,BAJLA,GENW,BIMALA,F,OBCW,bajla,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbajla,0,NA,0
6085,JHUNJHUNU,ALSISAR,BHEEKHANSAR,General (Woman),SUNIT A,NA,General (Woman),bheekhansar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbheekhansar,5780,JHUNJHUNU,ALSISAR,BHIKHANSAR,OBC,BHADAR MAL,MALE,OBC,bheekhansar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARbheekhansar,5652,JHUNJHUNU,ALSISAR,BHEEKHANSAR,GEN,SUNIT A,F,OBCW,bheekhansar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbheekhansar,0,NA,0
6086,JHUNJHUNU,ALSISAR,BHUDA KA BAS,General (Woman),LALITA,NA,OBC (Woman),bhuda ka bas,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbhuda ka bas,5781,JHUNJHUNU,ALSISAR,BHUDAKA BAS,OBC W,PARMESHWARI DEVI,FEMALE,OBC,bhuda ka bas,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARbhuda ka bas,5653,JHUNJHUNU,ALSISAR,BHUDA KA BAS,GEN,SUSHIL,M,OBC,bhuda ka bas,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbhuda ka bas,0,NA,0
6087,JHUNJHUNU,ALSISAR,BIRMI,General (Woman),RAJNI,NA,OBC (Woman),birmi,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbirmi,5782,JHUNJHUNU,ALSISAR,BIRMI,SC W,KAMLA,FEMALE,SC,birmi,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARbirmi,5654,JHUNJHUNU,ALSISAR,BIRMI,OBC,BHAGWAN SINGH,M,OBC,birmi,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbirmi,0,NA,0
6088,JHUNJHUNU,ALSISAR,CHUREL A,OBC (Woman),SARITA,NA,OBC (Woman),churel a,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARchurel a,5783,JHUNJHUNU,ALSISAR,CHUDAILA,GEN W,ANITA DEVI,FEMALE,OBC,churela,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARchurela,5655,JHUNJHUNU,ALSISAR,CHUREL A,SC,KABUL SINGH,M,SC,churela,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARchurela,0,NA,1
6089,JHUNJHUNU,ALSISAR,DABRI DHEERSINGH,General,SURENDER SINGH,NA,General,dabri dheersingh,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARdabri dheersingh,5784,JHUNJHUNU,ALSISAR,DABDIDHIRSINGH,GEN,HEM SINGH,MALE,GEN,dabri dheersingh,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARdabri dheersingh,5656,JHUNJHUNU,ALSISAR,DABRI DHEERSINGH,GEN,SURENDER SINGH,M,GEN,dabri dheersingh,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARdabri dheersingh,0,NA,0
6090,JHUNJHUNU,ALSISAR,DHANURI,General (Woman),SULTANA,NA,OBC (Woman),dhanuri,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARdhanuri,5785,JHUNJHUNU,ALSISAR,DHANURI,GEN,MOH. HAFIJ,MALE,OBC,dhanuri,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARdhanuri,5657,JHUNJHUNU,ALSISAR,DHANURI,SC,T ARURAM,M,SC,dhanuri,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARdhanuri,0,NA,0
6091,JHUNJHUNU,ALSISAR,DHEELSAR,General (Woman),NIRMALA DEVI,NA,OBC,dheelsar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARdheelsar,5786,JHUNJHUNU,ALSISAR,DHILSAR,OBC,AMAR CHAND,MALE,OBC,dheelsar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARdheelsar,5658,JHUNJHUNU,ALSISAR,DHEELSAR,GEN,AMAR CHAND,M,OBC,dheelsar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARdheelsar,0,NA,0
6092,JHUNJHUNU,ALSISAR,DILOI,SC,ROHIT ASH,NA,SC,diloi,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARdiloi,5787,JHUNJHUNU,ALSISAR,DILOI,GEN,GHASI RAM,MALE,OBC,diloi,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARdiloi,5659,JHUNJHUNU,ALSISAR,DILOI,GENW,INDRMANI,F,OBCW,diloi,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARdiloi,0,NA,0
6093,JHUNJHUNU,ALSISAR,GANGIYASAR,SC,GOPAL RAM,NA,SC,gangiyasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARgangiyasar,5788,JHUNJHUNU,ALSISAR,GANGIYASAR,OBC,SAWANT KHAN,MALE,OBC,gangiyasar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARgangiyasar,5660,JHUNJHUNU,ALSISAR,GANGIYASAR,GEN,SARDUL SINGH,M,GEN,gangiyasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARgangiyasar,0,NA,0
6094,JHUNJHUNU,ALSISAR,GOKHRI,OBC (Woman),MONIKA CHOUDHARY,NA,OBC (Woman),gokhri,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARgokhri,5789,JHUNJHUNU,ALSISAR,GOKHRI,GEN,SHABIR KHAN,MALE,GEN,gokhri,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARgokhri,5661,JHUNJHUNU,ALSISAR,GOKHRI,SC,T ARACHAND,M,SC,gokhri,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARgokhri,0,NA,0
6095,JHUNJHUNU,ALSISAR,HAMEERI KALAN,OBC,SAROJ,NA,OBC (Woman),hameeri kalan,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARhameeri kalan,5790,JHUNJHUNU,ALSISAR,HAMIRIKALAN,GEN,BHAWANI SINGH,MALE,OBC,hameeri kalan,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARhameeri kalan,5662,JHUNJHUNU,ALSISAR,HAMEERI KALAN,SC,AJAY KUMAR,M,SC,hameeri kalan,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARhameeri kalan,0,NA,0
6096,JHUNJHUNU,ALSISAR,HANSASAR,OBC (Woman),ARTI BENIWAL,NA,OBC (Woman),hansasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARhansasar,5791,JHUNJHUNU,ALSISAR,HANSASAR,GEN W,SUSHILA,FEMALE,GEN,hansasar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARhansasar,5663,JHUNJHUNU,ALSISAR,HANSASAR,GENW,SARDA DEVI,F,OBCW,hansasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARhansasar,0,NA,0
6097,JHUNJHUNU,ALSISAR,HARIPURA,OBC,DAYA JANGID,NA,OBC (Woman),haripura,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARharipura,5792,JHUNJHUNU,ALSISAR,HARIPURA,GEN,SHIVCHAND SINGH,MALE,OBC,haripura,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARharipura,5664,JHUNJHUNU,ALSISAR,HARIPURA,GENW,PARMILA,F,OBCW,haripura,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARharipura,0,NA,0
6098,JHUNJHUNU,ALSISAR,JABASAR,General (Woman),FARJANA BANO,NA,OBC (Woman),jabasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARjabasar,5793,JHUNJHUNU,ALSISAR,JABASAR,GEN,SHAMSAD ALI KHAN,MALE,GEN,jabasar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARjabasar,5665,JHUNJHUNU,ALSISAR,JABASAR,SCW,SARDA,F,SCW,jabasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARjabasar,0,NA,0
6099,JHUNJHUNU,ALSISAR,JHATAWA KHURD,General (Woman),POONUM,NA,General (Woman),jhatawa khurd,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARjhatawa khurd,5794,JHUNJHUNU,ALSISAR,JHATAVAKHURD,GEN W,KAVITA,FEMALE,OBC,jhatawa khurd,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARjhatawa khurd,5666,JHUNJHUNU,ALSISAR,JHATAWA KHURD,OBC,PRADEEP KUMAR,M,OBC,jhatawa khurd,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARjhatawa khurd,0,NA,0
6100,JHUNJHUNU,ALSISAR,KAKREU KALAN,ST,AMMI LAL,NA,ST,kakreu kalan,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkakreu kalan,5796,JHUNJHUNU,ALSISAR,KANKADEU KALA,OBC W,SHARVANI,FEMALE,OBC,kakreu kalan,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARkakreu kalan,5667,JHUNJHUNU,ALSISAR,KAKREU KALAN,GEN,VIJENDER,M,OBC,kakreu kalan,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkakreu kalan,0,NA,0
6101,JHUNJHUNU,ALSISAR,KALIYASAR,General,DAYA SINGH,NA,OBC,kaliyasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkaliyasar,5795,JHUNJHUNU,ALSISAR,KALIYASAR,OBC,MOHAN LAL,MALE,OBC,kaliyasar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARkaliyasar,5668,JHUNJHUNU,ALSISAR,KALIY ASAR,GENW,BANARSI DEVI,F,OBCW,kaliyasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkaliyasar,0,NA,0
6102,JHUNJHUNU,ALSISAR,KANT,General,SURESH KUMAR,NA,OBC,kant,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkant,5778,JHUNJHUNU,ALSISAR,BADET,GEN,BAJRANG,MALE,GEN,badet,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARbadet,5650,JHUNJHUNU,ALSISAR,BADET,ST,MEERA,F,STW,badet,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbadet,0,NA,3
6102,JHUNJHUNU,ALSISAR,KANT,General,SURESH KUMAR,NA,OBC,kant,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkant,5810,JHUNJHUNU,ALSISAR,TANYEE,GEN W,DAULAT BANO,FEMALE,OBC,tanee,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARtanee,5682,JHUNJHUNU,ALSISAR,TANEE,GENW,GULAB KANWAR,F,GENW,tanee,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARtanee,0,NA,3
6103,JHUNJHUNU,ALSISAR,KODESAR,General,SURESH BHAMU,NA,OBC,kodesar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkodesar,5798,JHUNJHUNU,ALSISAR,KODESAR,SC,SUNIL KUMAR,MALE,SC,kodesar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARkodesar,5670,JHUNJHUNU,ALSISAR,KODESAR,GEN,HARI RAM,M,OBC,kodesar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkodesar,0,NA,0
6104,JHUNJHUNU,ALSISAR,KOLINDA,SC (Woman),SUDESH,NA,SC (Woman),kolinda,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkolinda,5799,JHUNJHUNU,ALSISAR,KOLINDA,OBC,JAGDISH,MALE,OBC,kolinda,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARkolinda,5671,JHUNJHUNU,ALSISAR,KOLINDA,GEN,TARACHAND JHANG,M,OBC,kolinda,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkolinda,0,NA,0
6105,JHUNJHUNU,ALSISAR,LADUSAR,OBC (Woman),FARIYAZ BANU,NA,OBC (Woman),ladusar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARladusar,5800,JHUNJHUNU,ALSISAR,LADUSAR,GEN,MUSTAQ,MALE,GEN,ladusar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARladusar,5672,JHUNJHUNU,ALSISAR,LADUSAR,GENW,KELAPATI,F,OBCW,ladusar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARladusar,0,NA,0
6106,JHUNJHUNU,ALSISAR,LOONA,General,MAHIP AL,NA,OBC,loona,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARloona,5801,JHUNJHUNU,ALSISAR,LUNA,ST,KURDARAM,MALE,ST,luna,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARluna,5673,JHUNJHUNU,ALSISAR,LOONA,OBCW,SUNIT A,F,OBCW,loona,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARloona,2,NA,0
6107,JHUNJHUNU,ALSISAR,MAHANSAR,SC (Woman),SAVITRI ROLAN,NA,SC (Woman),mahansar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARmahansar,5802,JHUNJHUNU,ALSISAR,MAHANSAR,GEN W,VIMAL KANWAR,FEMALE,GEN,mahansar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARmahansar,5674,JHUNJHUNU,ALSISAR,MAHANSAR,OBCW,KUDRAT BANO,F,OBCW,mahansar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARmahansar,0,NA,0
6108,JHUNJHUNU,ALSISAR,MALSISAR,General (Woman),BHISMILLAH,NA,OBC (Woman),malsisar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARmalsisar,5777,JHUNJHUNU,ALSISAR,ALSISAR,SC W,SANTOSH,FEMALE,SC,alsisar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARalsisar,5675,JHUNJHUNU,ALSISAR,MALSISAR,SCW,CHANDA DEVI,F,SCW,malsisar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARmalsisar,1,NA,0
6109,JHUNJHUNU,ALSISAR,NIRADHANU,General (Woman),MANISHA,NA,OBC (Woman),niradhanu,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARniradhanu,5804,JHUNJHUNU,ALSISAR,NIRADHNU,GEN W,SUSHILA DEVI,FEMALE,GEN,niradhanu,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARniradhanu,5676,JHUNJHUNU,ALSISAR,NIRADHANU,SCW,BHAGW ANI,F,SCW,niradhanu,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARniradhanu,0,NA,0
6110,JHUNJHUNU,ALSISAR,PATODA,General,MANOJ KUMAR,NA,OBC,patoda,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARpatoda,5805,JHUNJHUNU,ALSISAR,PATODA,SC,MAHESH KUMAR,MALE,SC,patoda,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARpatoda,5677,JHUNJHUNU,ALSISAR,PATODA,GEN,RUGHVEER SINGH,M,GEN,patoda,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARpatoda,0,NA,0
6111,JHUNJHUNU,ALSISAR,PILANI KHURD,OBC,SOHAN LAL,NA,OBC,pilani khurd,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARpilani khurd,5806,JHUNJHUNU,ALSISAR,PILANI KHURD,GEN W,MUNGI DEVI,FEMALE,OBC,pilani khurd,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARpilani khurd,5678,JHUNJHUNU,ALSISAR,PILANI KHURD,GENW,MUGEE DEVI,F,OBCW,pilani khurd,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARpilani khurd,0,NA,0
6112,JHUNJHUNU,ALSISAR,RAMPURA,General (Woman),RINKU KANWAR,NA,General (Woman),rampura,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARrampura,5807,JHUNJHUNU,ALSISAR,RAMPURA,SC,CHUNNI LAL,MALE,SC,rampura,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARrampura,5679,JHUNJHUNU,ALSISAR,RAMPURA,OBCW,BANARSI,F,OBCW,rampura,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARrampura,0,NA,0
6113,JHUNJHUNU,ALSISAR,SONASAR,SC (Woman),SEEM AKUMARI,NA,SC (Woman),sonasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARsonasar,5808,JHUNJHUNU,ALSISAR,SONASAR,GEN,ROHITASH,MALE,OBC,sonasar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARsonasar,5680,JHUNJHUNU,ALSISAR,SONASAR,GENW,MANJU,F,OBCW,sonasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARsonasar,0,NA,0
6114,JHUNJHUNU,ALSISAR,T AMKOR,SC,JAGDEESH PRASAD,NA,SC,t amkor,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARt amkor,5809,JHUNJHUNU,ALSISAR,TAMKORE,GEN,GOKUL CHAND,MALE,OBC,tamkor,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARtamkor,5681,JHUNJHUNU,ALSISAR,TAMKOR,GEN,VIJAY BANSALI,M,GEN,tamkor,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARtamkor,0,NA,1
