script,source,latin,suspect
devanagari,पड़री,padri,
devanagari,पड़री उमन,padri uman,
devanagari,पड़री कलाँ,padri kalaan,
devanagari,पड़री खालसा,padri khalsa,
devanagari,पड़री खुर्द,padri khurd,
devanagari,पड़री गंगादीन,padri gangadin,
devanagari,पड़री गजराज,padri gajraj,
devanagari,पड़री गुर्राव,padri gurrav,
devanagari,पड़री जबर,padri jabar,
devanagari,पड़री झिल्लीपार,padri jhillipar,
devanagari,पड़री तिवारी,padri tivaari,
devanagari,पड़री पाण्डे,padri pande,
devanagari,पड़री पारासराय,padri parasaray,
devanagari,पड़री बहबौली,padri bahbauli,
devanagari,पड़री मल्ल,padri malla,
devanagari,पड़री मिश्र,padri mishra,
devanagari,पड़री मु ०,padri mu 00,digit in the reading
devanagari,पड़री लालपुर,padri lalpur,
devanagari,पड़री हलवा,padri halva,
devanagari,पड़रीरैकवार,pardairairaikaar,
devanagari,पड़रॅाव,padraav,
devanagari,पड़रे,padare,
devanagari,पड़रोन मदुरही,pararon madurahi,
devanagari,पड़वा,padwa,
devanagari,पड़वां,padvaan,
devanagari,पड़वार,padwar,
devanagari,पड़सर,padsar,
devanagari,पड़सरा जूड़न,padsara judan,
devanagari,पड़सरा नदौली ताजपुर,padsara nadauli tajpur,
devanagari,पड़सोली,padsoli,
devanagari,पड़ाई,padai,
devanagari,पड़ासौसेरा,padasarasera,
devanagari,पड़िया,padiya,
devanagari,पड़िया देवि,padiya devi,
devanagari,पड़ियाखास,padiyakhas,
devanagari,पड़ियापार,padiyapar,
devanagari,पड़ियापार पड़ौली,padiyapar padauli,
devanagari,पड़ीराकलॉ,padirakalo,
devanagari,पड़ेरी,paderi,
devanagari,पड़ेरूवा,paderuva,
devanagari,पड़ोखर,padokhar,
devanagari,पड़ोखरा,padokhra,
devanagari,पड़ोरा,padora,
devanagari,पड़ोरिया,paroriya,
devanagari,पड़ोली,padoli,
devanagari,पड़ौली,padauli,
devanagari,पढ़वानसीरपुर,parivansampur,
devanagari,पढ़ील,paeeleel,
devanagari,पढ़ोरी,parori,
devanagari,फईम,eemam,
devanagari,फईम खां,eemam khaan,
devanagari,फईमा,maima,
devanagari,फईमा बेगम,maima begam,
devanagari,"फकतहैदर अली
लल्लूराम",faktahaidar 0lī lalluram,digit in the reading
devanagari,फकताहैदरअली,faktaharedali,
devanagari,"फकताहैदरअली
फकतहैदर अली",faktaharedali faktahaidar 0lī,digit in the reading
devanagari,फकरपुर,fakrapur,
devanagari,फकरपुर कबटटा,fakrapur kabatta,
devanagari,फकरपुर बरेवा,fakrapur bareva,
devanagari,फकरीचन्द,fakrichand,
devanagari,फकरु उरांव,fakru uraanv,
devanagari,फकरुदीन खान,fakrudin khaan,
devanagari,फकरुद्दीन,fakruddin,
devanagari,फकरुद्दीन अंसारी,fakruddin ansari,
devanagari,फकरुद्दीनपुर,fakruddinpur,
devanagari,फकरूद्दीन,fakruddin,
devanagari,फकरूनिशा,fakrunisha,
devanagari,फकरे उर्फ फखरे आलम,fakare urf fakhare alam,
devanagari,फकरेडा,fakreda,
devanagari,फकाना,fakana,
devanagari,फकिराडीह,fakiradih,
devanagari,फकीर अली,fakir 0lī,digit in the reading
devanagari,फकीर कुंटिया,fakir kuntiya,
devanagari,फकीर चन्द्र,fakir chandra,
devanagari,फकीर दास,fakir das,
devanagari,फकीर बक्स,fakir bucks,
devanagari,फकीर भंडारी,fakir bhandari,
devanagari,फकीर मोहम्मद,fakir mohammad,
devanagari,फकीर राम,fakir ram,
devanagari,फकीर राम टम्‍टा,fakir ram tamta,
devanagari,फकीर सिंह,fakir singh,
devanagari,फकीरचंद,fakirchand,
devanagari,फकीरचक,fakirchak,
devanagari,फकीरचन्द,fakirchand,
devanagari,फकीरपुरी,fakirpuri,
devanagari,फकीरा,fakira,
devanagari,फकीरा सहनी,fakira sahni,
devanagari,फकीराबाद,fakirabad,
devanagari,फकीरे,fakire,
devanagari,फकीरे लाल,fakire lall,
devanagari,फकीरे शाह,fakire shah,
devanagari,फकौता,fakauta,
devanagari,फक्कू निशां,fakku nishaan,
devanagari,फक्रुद्दीन अहमद अंसारी,fakruddin ahmad ansari,
devanagari,फखरपुर,fakharpur,
devanagari,फखरपुर कबट्टा,fakharpur kabatta,
devanagari,फखरपुर शेखपुरा,fakharpur shekhpura,
devanagari,फखरापुर,fakharapur,
devanagari,फखरुल हसन,fakhrul hasan,
devanagari,फखरूददीन,fakhruddin,
devanagari,फखरूददीनमऊ,fakharuddinama,
devanagari,फखरूद्दीन,fakhruddin,
devanagari,फखरूद्दीनमऊ,fakhruddinamau,
devanagari,फखरूलहसनखेड़ा,fakhrulahasankhena,
devanagari,फगण लाल,fagan lall,
devanagari,फगती भगताईन,fagati bhagatain,
devanagari,फगन देवी,fagan devi,
devanagari,फगनी भगताईन,fagani bhagatain,
devanagari,फगनौल,fagnaul,
devanagari,फगु राम,fagu ram,
devanagari,फगुइंया,faguinya,
devanagari,फगुइया,faguiya,
devanagari,फगुईया,faguiya,
devanagari,फगुना अतनपुर,faguna atanpur,
devanagari,फगुनाअतनपुर,fagunaatanpur,
devanagari,फगुनी,faguni,
devanagari,फगुनी देवी,faguni devi,
devanagari,फगुनी सदा,faguni sada,
devanagari,फगुवा उराँव,fagwa uraanv,
devanagari,फगुवा कच्छप,fagwa kachhap,
devanagari,फगुहा,faguha,
devanagari,फगौली कुर्मिवान,fagauli kurmivan,
devanagari,फग्गन सिंह,faggan singh,
devanagari,फग्गू सिंह,faggu singh,
devanagari,फजरूल रहमान,fazrul rahmaan,
devanagari,फजल,fazal,
devanagari,फजल नगर ग्रन्ट,fazal nagar grunt,
devanagari,फजल मेंहदी,fazal menhdi,
devanagari,फजल रहमान,fazal rahmaan,
devanagari,फजल हुसेन,fazal hussen,
devanagari,फजलपुर,fazalpur,
devanagari,फजलपुर खास,fazalpur khaas,
devanagari,फजलपुर ढाकी,fazalpur dhaki,
devanagari,फजलपुर फतेहउल्ला,fazalpur fatehullah,
devanagari,फजलपुर मच्छमार,fazalpur machhmar,
devanagari,फजलपुर हबीब,fazalpur habbib,
devanagari,फजलाबाद परमानन्द,fazlabad paramaanand,
devanagari,फजलुन खातुन,fazlun khatun,
devanagari,फजलुरहमान,fazlurhaman,
devanagari,फजलूरहमान,fazlurhaman,
devanagari,फजले रहमान,fajale rahmaan,
devanagari,फजलेहक राय,fazlehak ray,
devanagari,फजीम उद्दीन,fazim uddin,
devanagari,फजीरन खातुन,fazeeran khatun,
devanagari,फजील अहमद,fazil ahmad,
devanagari,फजीश कुमार,fazish kumar,
devanagari,फजुल रहमान,fazul rahmaan,
devanagari,फजुलहा,fazulha,
devanagari,फजुलहां,fazulhan,
devanagari,फटकढ़ौना,fatkadhauna,
devanagari,फटकढौना,fatkadhauna,
devanagari,फटकदौना,fatkadauna,
devanagari,फटका,fatka,
devanagari,फटक्वालडंूगरा,fatkwaldangra,
devanagari,फटक्वालडुंगरा,fatakwaladungara,
devanagari,फटक्वालडूंगरा,fatkwaldungra,
devanagari,फटकढ़ौना,fatkakhana,
devanagari,फटगली,fatgali,
devanagari,फटवा,fatwa,
devanagari,फटिक पाण्डेय,fatik pandey,
devanagari,फटीक चन्द्र महतो,fatik chandra mahato,
devanagari,फट्क्वालडूंगरा,fatkwaldungra,
devanagari,फट्टूपुर,fattupur,
devanagari,फडियाली,fadiali,
devanagari,फणिया,faniya,
devanagari,फणी भूषण मुण्डा,fani bhooshan munda,
devanagari,फणीभूषण महतो,fanibhushan mahato,
devanagari,फणीश चंद,fanish chand,
devanagari,फणीश्वर,fanishwar,
devanagari,फणीष,phaneesh,
devanagari,फततपुर,fatpur,
devanagari,फततपुर माफी,fatpur maafi,
devanagari,फतताबंगर,fatabangar,
devanagari,फततेपुर,fatepur,
devanagari,फततेपुर पथरौली,fatepur patharauli,
devanagari,फततेपुर बुजुर्ग,fatepur bujurg,
devanagari,फततेपुर मातिनपुर,fatepur matinpur,
devanagari,फततेपुर मीराबेहड,fatepur mearabehad,
devanagari,फतनपुर,fatanpur,
devanagari,फतनपुर टप्पा हवेली,fatanpur tappa haveli,
devanagari,फतपुरवा,fatpurwa,
devanagari,फतवा,fatwa,
devanagari,फतह आलम,fatah alam,
devanagari,फतहगढ़,fatahgarh,
devanagari,फतहपुर,fatahpur,
devanagari,फतहपुर उपरहार,fatahpur uparahaar,
devanagari,फतहपुर तहगौरा,fatahpur tahgaura,
devanagari,फतहपुर परिउली,fatahpur pariuli,
devanagari,फतहपुर मण्डाव,fatahpur mandav,
devanagari,फतहपुर मतनौरा,fatahpur matnaura,
devanagari,फतहपुर वला,fatahpur vala,
devanagari,फतहे पुर,fatahe pur,
devanagari,फतापुर लिसडी,fatapur lisdi,
devanagari,फतिगनी,fatigani,
devanagari,फतिमा,fatima,
devanagari,फतिमा खातुन,fatima khatun,
devanagari,फतिमा बीबी,fatima bibi,
devanagari,फतियांपुर,fatiyaanpur,
devanagari,फतियापुर,fatiyapur,
devanagari,फतियाबाद निठौरा,fatiabad nithaura,
devanagari,फतियावाद निठौरा,fatiavad nithaura,
devanagari,फतिहा,fatiha,
devanagari,फतिहाबाद,fatihabad,
devanagari,फतींगनी,fatingani,
devanagari,फतीमा,fatima,
devanagari,फतुहापुर,fatuhapur,
devanagari,फतुही,fatuhi,
devanagari,फतूंहा,fatunha,
devanagari,फतूहपुर उपरहार,fatuhpur uparahaar,
devanagari,फतूहा,fatuha,
devanagari,फतूहाबाद,fatuhabad,
devanagari,फते सिंह,fate singh,
devanagari,फते सिहं,fate sihan,
devanagari,फतेउल्ला नगर,fateullah nagar,
devanagari,फतेउल्लाहपुर,fateullahpur,
devanagari,फतेतपुर खुर्द,fatetpur khurd,
devanagari,फतेपुर,fatepur,
devanagari,फतेपुर खुर्द,fatepur khurd,
devanagari,फतेपुर बनगई,fatepur bangai,
devanagari,फतेपुर मतनौरा,fatepur matnaura,
devanagari,फतेपुर माफी,fatepur maafi,
devanagari,फतेपुरसंगत,fatepursangat,
devanagari,फतेबहदुर,fatebahadur,
devanagari,फतेह उल्लापुर,fateh ullapur,
devanagari,फतेह बहादुर,fateh bahadur,
devanagari,फतेह मुहम्मद,fateh muhammad,
devanagari,फतेह मो ०,fateh mo 00,digit in the reading
devanagari,फतेह मोहम्मद,fateh mohammad,
devanagari,फतेह सिंह,fateh singh,
devanagari,फतेह सिंह यादव,fateh singh yadav,
devanagari,फतेहउल्लहपुर,fatehullahur,
devanagari,फतेहउल्लापुर,fatehullapur,
devanagari,फतेहउल्लापुर उर्फ,fatehullapur urf,
devanagari,फतेहउल्लापुर उर्फ जाट,fatehullapur urf jaat,
devanagari,फतेहउल्लापुर उर्फ जाटोवाला,fatehullapur urf jatowala,
devanagari,फतेहउल्लापुर उर्फ तेलपुरा,fatehullapur urf telpura,
devanagari,फतेहउल्लापुर दुर्ग,fatehullapur durg,
devanagari,फतेहउल्लापुर पौटा,fatehullapur pauta,
devanagari,फतेहगंज,fatehganj,
devanagari,फतेहगंज ( प O ),fatehganj bhan pai le,
devanagari,फतेहगंज (प0),fatehganj pan,
devanagari,फतेहगढ,fatehgarh,
devanagari,फतेहगढ़,fatehgarh,
devanagari,फतेहगढ़,fatehgagh,
devanagari,फतेहगढ़ी,fatehgaghi,
devanagari,फतेहचंद,fatehchand,
devanagari,फतेहचन्दपुर,fatehchandpur,
devanagari,फतेहचन्द्र,fatehchandra,
devanagari,फतेहचन्द्र वर्मा,fatehchandra varma,
devanagari,फतेहजगपुर,fatehzagpur,
devanagari,फतेहनगर,fatehnagar,
devanagari,फतेहनगर करसूमा,fatehnagar karsuma,
devanagari,फतेहनगरा,fatehanagara,
devanagari,फतेहपरगनी,fatehpargani,
devanagari,फतेहपरतल्ला,fatehparatla,
devanagari,फतेहपुर,fatehpur,
devanagari,फतेहपुर अटटा,fatehpur tata,
devanagari,फतेहपुर अटवा,fatehpur atwa,
devanagari,फतेहपुर अटा,fatehpur taa,
devanagari,फतेहपुर अधेक,fatehpur adhek,
devanagari,फतेहपुर कपूरापुर,fatehpur kapurapur,
devanagari,फतेहपुर कमसिन,fatehpur kamsin,
devanagari,फतेहपुर करम,fatehpur karam,
devanagari,फतेहपुर कर्खा,fatehpur karkha,
devanagari,फतेहपुर कला,fatehpur kala,
devanagari,फतेहपुर कलां,fatehpur kalaan,
devanagari,फतेहपुर कलॉ,fatehpur cullo,
devanagari,फतेहपुर कायस्थान,fatehpur kayasthan,
devanagari,फतेहपुर कास्थान,fatehpur kasthan,
devanagari,फतेहपुर को,fatehpur osh,
devanagari,फतेहपुर को O,fatehpur osh le,
devanagari,फतेहपुर कोटला,fatehpur kotla,
devanagari,फतेहपुर खमराई,fatehpur khamrai,
devanagari,फतेहपुर खालसा,fatehpur khalsa,
devanagari,फतेहपुर खुर्द,fatehpur khurd,
devanagari,फतेहपुर खेडी,fatehpur khedi,
devanagari,फतेहपुर खेमरई,fatehpur khemrai,
devanagari,फतेहपुर खेमराई,fatehpur khemrai,
devanagari,फतेहपुर गयंद,fatehpur gayand,
devanagari,फतेहपुर गयन्द,fatehpur gayand,
devanagari,फतेहपुर गाजी,fatehpur gaji,
devanagari,फतेहपुर चक,fatehpur chak,
devanagari,फतेहपुर चन्दरई,fatehpur chandarai,
devanagari,फतेहपुर चौरासी,fatehpur chaurasi,
devanagari,फतेहपुर चौरासी ग्राम,fatehpur chaurasi gram,
devanagari,फतेहपुर चौरासी ग्रामी,fatehpur chaurasi grami,
devanagari,फतेहपुर चौरासी ग्रामीण,fatehpur chaurasi graameen,
devanagari,फतेहपुर जट,fatehpur jat,
devanagari,फतेहपुर जट्ट,fatehpur jatt,
devanagari,फतेहपुर जमरवा,fatehpur jamarva,
devanagari,फतेहपुर जमाल उर्फ,fatehpur jamal urf,
devanagari,फतेहपुर जमाल उर्फ म,fatehpur jamal urf bham,
devanagari,फतेहपुर जसोदा,fatehpur jasoda,
devanagari,फतेहपुर जसौदा,fatehpur jasauda,
devanagari,फतेहपुर जादों,fatehpur jaadon,
devanagari,फतेहपुर टाण्डा,fatehpur tanda,
devanagari,फतेहपुर टिकारी,fatehpur tikari,
devanagari,फतेहपुर ढोला,fatehpur dhola,
devanagari,फतेहपुर तल्लुका,fatehpur talluka,
devanagari,फतेहपुर तालनरजां,fatehpur talanarjan,
devanagari,फतेहपुर देहात,fatehpur dehat,
devanagari,फतेहपुर धारा,fatehpur dhara,
devanagari,फतेहपुर नरसा,fatehpur narsa,
devanagari,फतेहपुर नरायन,fatehpur narayan,
devanagari,फतेहपुर नरायन सिंह,fatehpur narayan singh,
devanagari,फतेहपुर नसीरपुर,fatehpur nasirpur,
devanagari,फतेहपुर नारायण,fatehpur narayan,
devanagari,फतेहपुर नौआबाद,fatehpur nauabad,
devanagari,फतेहपुर पथरौली,fatehpur patharauli,
devanagari,फतेहपुर परिउली,fatehpur pariuli,
devanagari,फतेहपुर परौली,fatehpur parauli,
devanagari,फतेहपुर पाठ,fatehpur paath,
devanagari,फतेहपुर पाठकपुर,fatehpur pathakpur,
devanagari,फतेहपुर पुठी,fatehpur puthi,
devanagari,फतेहपुर पेलियो,fatehpur pelio,
devanagari,फतेहपुर बझेडा,fatehpur bajheda,
devanagari,फतेहपुर बानी,fatehpur bani,
devanagari,फतेहपुर बुजुर्ग,fatehpur bujurg,
devanagari,फतेहपुर बेनी,fatehpur beni,
devanagari,फतेहपुर बैनी,fatehpur baini,
devanagari,फतेहपुर भटौली,fatehpur bhatauli,
devanagari,फतेहपुर भादों,fatehpur bhaadon,
devanagari,फतेहपुर मटिहा,fatehpur matiha,
devanagari,फतेहपुर मवइया,fatehpur mavaiya,
devanagari,फतेहपुर मवैया,fatehpur mavaiya,
devanagari,फतेहपुर मवौया,fatehpur mavauya,
devanagari,फतेहपुर माफी,fatehpur maafi,
devanagari,फतेहपुर मुमताजाबाद,fatehpur mumtajabad,
devanagari,फतेहपुर राजाराम,fatehpur rajaram,
devanagari,फतेहपुर रामू,fatehpur ramu,
devanagari,फतेहपुर रावसाहब,fatehpur ravsahab,
devanagari,फतेहपुर रोशनाई,fatehpur roshnai,
devanagari,फतेहपुर लाल,fatehpur lall,
devanagari,फतेहपुर वीरमपुर,fatehpur veerampur,
devanagari,फतेहपुर वेला,fatehpur vela,
devanagari,फतेहपुर संगत,fatehpur sangat,
devanagari,फतेहपुर सरैया,fatehpur saraiya,
devanagari,फतेहपुर सहाबपुर,fatehpur sahabpur,
devanagari,फतेहपुर सहावपुर,fatehpur sahavpur,
devanagari,फतेहपुर सिकन्दर,fatehpur sikandar,
devanagari,फतेहपुर सीकरी,fatehpur sikari,
devanagari,फतेहपुर सोनोट,fatehpur sonot,
devanagari,फतेहपुर स्टेट,fatehpur state,
devanagari,फतेहपुर हमजा,fatehpur hamja,
devanagari,फतेहपुरगनी,fatehpurgani,
devanagari,फतेहपुरतल्ला,fatehpurtalla,
devanagari,फतेहपुरबडागॉव,fatehpurbadgov,
devanagari,फतेहपुरमाफी,fatehpuramafi,
devanagari,फतेहपुरा,fatehpura,
devanagari,फतेहबहादुर,fatehbahadur,
devanagari,फतेहबहादुर सिंह,fatehbahadur singh,
devanagari,फतेहमुहम्मद,fatehmuhammad,
devanagari,फतेहसराय,fatehsarai,
devanagari,फतेहसिंह,fatehsingh,
devanagari,फतेहाबाद,fatehabad,
devanagari,फतेहाबाद देहात,fatehabad dehat,
devanagari,फतेहुपर भटौली,fatehupar bhatauli,
devanagari,फत्तनपुर,fattanpur,
devanagari,फत्तहपुर उत्तमा,fattahpur uttama,
devanagari,फत्तहपुर सराय,fattahpur saraay,
devanagari,फत्तापुर,fattapur,
devanagari,फत्तापुर कला,fattapur kala,
devanagari,फत्तापुर खुर्द,fattapur khurd,
devanagari,फत्ताबंगर,fatabangar,
devanagari,फत्तुपुर,fattupur,
devanagari,फत्तूपुर,fattupur,
devanagari,फत्तूपुर निस्फी,fattupur nisphi,
devanagari,फत्तूपुरकला,fattupurkala,
devanagari,फत्तूलाल,fatullal,
devanagari,फत्ते,fatte,
devanagari,फत्तेजोत,fattejot,
devanagari,फत्तेपुर,fattepur,
devanagari,फत्तेपुर ककरडिल्ला,fattepur kakardilla,
devanagari,फत्तेपुर कला,fattepur kala,
devanagari,फत्तेपुर कोठना,fattepur kothna,
devanagari,फत्तेपुर खरैया,fattepur kharaiya,
devanagari,फत्तेपुर खुर्द,fattepur khurd,
devanagari,फत्तेपुर गयन्द,fattepur gayand,
devanagari,फत्तेपुर गाजी,fattepur gaji,
devanagari,फत्तेपुर गाजीपुर,fattepur gajipur,
devanagari,फत्तेपुर चौगवां,fattepur chaugavaan,
devanagari,फत्तेपुर डाल,fattepur daal,
devanagari,फत्तेपुर डेरापुर,fattepur derapur,
devanagari,फत्तेपुर दक्षिण,fattepur dakshin,
devanagari,फत्तेपुर नत्था,fattepur nattha,
devanagari,फत्तेपुर नरसा,fattepur narsa,
devanagari,फत्तेपुर बनगई,fattepur bangai,
devanagari,फत्तेपुर बनगाई,fattepur bangai,
devanagari,फत्तेपुर बुजुर्ग,fattepur bujurg,
devanagari,फत्तेपुर बेलाबाग,fattepur belabagh,
devanagari,फत्तेपुर मानिकपुर,fattepur manikpur,
devanagari,फत्तेपुर माफी,fattepur maafi,
devanagari,फत्तेपुर मो  महेवा,fattepur mo maheva,
devanagari,फत्तेपुर मोहितपुर,fattepur mohitpur,
devanagari,फत्तेपुर शुमाली,fattepur shumali,
devanagari,फत्तेपुर शेरअली,fattepur sherali,
devanagari,फत्तेपुरकलां,fattepurkalan,
devanagari,फत्तेपुरखास,fattepurkhas,
devanagari,फत्तेपुरदक्षिण,fattepurdakshin,
devanagari,फत्तेपुरवा,fattepurava,
devanagari,फत्तेपुरसंगत,fattepursangat,
devanagari,फत्तेसराय,fattesaraya,
devanagari,फत्तेहउल्लागंज,fattehullaganj,
devanagari,फत्तेहपुर,fattehpur,
devanagari,फत्तेहपुर अधेक,fattehpur adhek,
devanagari,फत्तेहपुर अब्बू,fattehpur abbu,
devanagari,फत्तेहपुर उत्तमा,fattehpur uttama,
devanagari,फत्तेहपुर ककरडिला,fattehpur kakradila,
devanagari,फत्तेहपुर खादर,fattehpur khadar,
devanagari,फत्तेहपुर खास,fattehpur khaas,
devanagari,फत्तेहपुर गाजी,fattehpur gaji,
devanagari,फत्तेहपुर जुनूवी,fattehpur junuvi,
devanagari,फत्तेहपुर डाल,fattehpur daal,
devanagari,फत्तेहपुर नत्था,fattehpur nattha,
devanagari,फत्तेहपुर पथरौली,fattehpur patharauli,
devanagari,फत्तेहपुर माफी,fattehpur maafi,
devanagari,फत्तेहपुर विश्नोई,fattehpur vishnoi,
devanagari,फत्तेहपुर शमसोई,fattehpur shamsoi,
devanagari,फत्तेहपुर शरीफनगर,fattehpur sharifanagar,
devanagari,फत्तेहपुर सराय,fattehpur saraay,
devanagari,फत्तेहपुरदेव,fattehpuradev,
devanagari,फत्तैहउल्लागंज,fattaihullaganj,
devanagari,फत्तैहपुरदेव,fattaihpuradev,
devanagari,फत्‍तेपुर,fattepur,
devanagari,फदगुदिया,fadgudiya,
devanagari,फदनपुर,fadnapur,
devanagari,फदना,fadna,
devanagari,फदिंद्र नाथ,fadinder lanth,
devanagari,फदिनाथ ऊर्फ फर्दा नाथ,fadinath urf farda lanth,
devanagari,फद्दूपुर,faddupur,
devanagari,फनार,fanar,
devanagari,फनीभूषण सिंह मुण्डा,fanibhushan singh munda,
devanagari,फन्टुश कुमार शर्मा,fantush kumar sharma,
devanagari,फन्टुश मुर्मू,fantush murmu,
devanagari,फन्दपुरी,fandpuri,
devanagari,फन्देड़ी,fandedi,
devanagari,फन्दैडी़,fandaidi,
devanagari,फन्नन,fannan,
devanagari,फफराना,fafrana,
devanagari,फफूँद देहात,fafoond dehat,
devanagari,फफूंडा,fafunda,
devanagari,फफूडा,fafuda,
devanagari,फफोतू,fafotu,
devanagari,फमीदा,famida,
devanagari,फमीदा बेगम,famida begam,
devanagari,फम्मो,bhammo,
devanagari,फयाज हुसैन,fayaj husain,
devanagari,फयादीन,fayadeen,
devanagari,"फयादीन
शीतला प्रसाद",fayadeen sheetala prasad,
devanagari,फयाराम,fayaram,
devanagari,फयोंला देवी,phayonla devi,
devanagari,फयोली देवी,faboli devi,
devanagari,फय्याज	अहमद,fayyaz ahmad,
devanagari,फय्याज अहमद,fayyaz ahmad,
devanagari,फय्याज हुसैन,fayyaz husain,
devanagari,फरकण्डे,farkande,
devanagari,फरकना गंगागढी,farkana gangagarhi,
devanagari,फरकन्डे,farkande,
devanagari,फरकपुर निवादा,farkapur nivada,
devanagari,फरकान अहमद,farkaan ahmad,
devanagari,फरकिया,farkiya,
devanagari,फरकुल शेख,farkul shekh,
devanagari,फरकूना,farkuna,
devanagari,फरखेत,farkhet,
devanagari,फरगहना,fargahana,
devanagari,फरजंद खान,farjand khaan,
devanagari,"फरजन
रामरती",farjan ramrati,
devanagari,फरजन्द अली,farjand 0lī,digit in the reading
devanagari,फरजान,farjan,
devanagari,फरजाना,farjana,
devanagari,फरजाना खातुन,farjana khatun,
devanagari,फरजाना खातून,farjana khaatoon,
devanagari,फरजाना परवीन,farjana parveen,
devanagari,फरजाना प्रवीण,farjana praveen,
devanagari,फरजाना बेगम,farjana begam,
devanagari,फरजाना समीम सिद्दीकी,farjana samim siddiki,
devanagari,फरठिया,farathiya,
devanagari,फरतोला,fartola,
devanagari,फरद मुडरा,farad mudra,
devanagari,फरदहनी,fardahani,
devanagari,फरदहा,fardaha,
devanagari,फरदहॉ,fardaho,
devanagari,फरदा,farda,
devanagari,फरदा उर्फ रक्सा,farda urf raksa,
devanagari,फरदिया,fardiya,
devanagari,फरदिया मनकरा,fardiya mankara,
devanagari,फरदीन अहमद,fardeen ahmad,
devanagari,फरधान,fardhan,
devanagari,फरधान बौठा,fardhan bautha,
devanagari,फरनदा,farnada,
devanagari,फरना,farna,
devanagari,फरमना गंगागढी,farmana gangagarhi,
devanagari,फरमान,farman,
devanagari,फरमान अंसारी,farman ansari,
devanagari,फरमान अली,farman 0lī,digit in the reading
devanagari,फरमान अहमद,farman ahmad,
devanagari,फरमान खा,farman khaa,
devanagari,फरमान मियाँ,farman miyaan,
devanagari,फरमान सेख,farman sekh,
devanagari,फरमानुल हक,farmanul hak,
devanagari,फरमीद,farmeed,
devanagari,फरमीदा,farmida,
devanagari,फरमीदा बानो,farmida bano,
devanagari,फरमीदा वेगम,farmida vegam,
devanagari,फरमीन जहाँ,farmeen jahaan,
devanagari,फरमीश,farmeesh,
devanagari,फरमुद अली,maramud 0lī,digit in the reading
devanagari,फरमूद,maramood,
devanagari,फरमूद अली,maramood 0lī,digit in the reading
devanagari,फरमूदी,mafrudi,
devanagari,फरयाद शाह,faryad shah,
devanagari,फररिा परवीि,farri parvi,
devanagari,फरसण्डमोहनपुर,farsansuhanpar m,
devanagari,फरसन्डमोहनपुर,farasanumohanpar,
devanagari,फरसरा खुर्द,farsara khurd,
devanagari,फरसराम,farsaram,
devanagari,फरसहिया,farsahiya,
devanagari,फरसाटार,farsatar,
devanagari,फरसाड़,farsad,
devanagari,फरसालाी वल्ली,farsali valli,
devanagari,फरसाली पल्ली,farsali palli,
devanagari,फरसाली वल्ली,farsali valli,
devanagari,फरसालीपल्ली,farsallipalli,
devanagari,फरसालीवल्ली,farsalivalli,
devanagari,फरसाड़,farsar,
devanagari,फरसाड़ी,farsari,
devanagari,फरसी,farsi,
devanagari,फरसूला,farsula,
devanagari,फरसोली,farsoli,
devanagari,फरसौटी,farsauti,
devanagari,फरसौली,farsauli,
devanagari,फरह,farah,
devanagari,फरहत,farahat,
devanagari,फरहत एजाज,farahat aizaz,
devanagari,फरहत खातुन,farahat khatun,
devanagari,फरहत खान,farahat khaan,
devanagari,फरहत जबी,farahat jabi,
devanagari,फरहत जबी फातमा,farahat jabi fatma,
devanagari,फरहत जवी,farahat javi,
devanagari,फरहत जहा,farahat jaha,
devanagari,फरहत नसरीन,farahat nasreen,
devanagari,फरहत नाज,farahat jaan,
devanagari,फरहत नाज़,farahat naaz,
devanagari,फरहत प्रवीण,farahat praveen,
devanagari,फरहत बानो,farahat bano,
devanagari,फरहत यासमीन,farahat yasmeen,
devanagari,फरहत साहीन,farahat saheen,
devanagari,फरहतदीवा,farhatdiva,
devanagari,फरहदपुर,farhadpur,
devanagari,फरहदा,farhada,
devanagari,फरहदा उर्फ पूरा,farhada urf pura,
devanagari,फरहदां,farahadaan,
devanagari,फरहा खातुन,faraha khatun,
devanagari,फरहान,farhan,
devanagari,फरहान आलम,farhan alam,
devanagari,फरहाना,farhana,
devanagari,"फरहाना
रामकुमार",farhana ramkumar,
devanagari,फरहाना बेगम,farhana begam,
devanagari,फरहानाज,farhanaz,
devanagari,फरहारी,farhari,
devanagari,फरहाल,fahrahal,
devanagari,फरहीन,farheen,
devanagari,फरहीन बानो,farheen bano,
devanagari,फरहेदी,farhedi,
devanagari,फराईन,farain,
devanagari,फराज खां,faraj khaan,
devanagari,फराना,farana,
devanagari,फराना जमालपुर,farana jamalpur,
devanagari,फराबी,farabi,
devanagari,फराह अंसारी,farah ansari,
devanagari,फराहरन,fahraran,
devanagari,फराहा नाज,faraha jaan,
devanagari,फराहिमपुर,farmahimpur,
devanagari,फराहिमपुर कलेसरमउ,farmahimpur kalesaramu,
devanagari,फराहीम,faraahim,
devanagari,फरिकापुर,farikapur,
devanagari,फरिगहना,farigahana,
devanagari,फरिद शेख,farid shekh,
devanagari,फरिदहा,faridaha,
devanagari,फरिदहाँ,faridahaan,
devanagari,फरिदा खातुन,farida khatun,
devanagari,फरिम,farim,
devanagari,फरिया पिपयिा,fariya pipayi,
devanagari,फरियाद,fariyad,
devanagari,फरियादबेग,fariyadegam,
devanagari,फरिहा,fariha,
